,Small,Big,Growth,Value,Winner,Loser
1995-01-31,-0.1275748834839648,-0.1290205896853622,-0.1465340523368602,-0.0866456543254027,0.0,0.0
1995-02-28,-0.0128692612199322,-0.0248393586443139,-0.040353533725268,-0.0036168041396502,-0.024458697804240037,-0.007431935540059276
1995-03-31,0.146748260780952,0.1792009319779945,0.286616296955422,0.0643482836231734,0.2832792099632666,0.058151827740004824
1995-04-30,-0.1091505885144997,-0.0993657727439316,-0.0988904054287119,-0.0460645340891968,-0.10733968597200172,-0.0628854795640369
1995-05-31,0.2312049057257088,0.1763160045686402,0.2182698238561844,0.1051062727578149,0.19128514428635013,0.12464569497595113
1995-06-30,-0.0296075974302536,-0.0937955263991566,-0.1198849549732392,-0.0342823906562249,-0.11852832906263944,-0.059064055117597936
1995-07-31,0.0766669799161487,0.072628254894274,0.0523944281503208,0.1420132262645597,0.05878653017148583,0.05867152579524548
1995-08-31,0.0198536637109802,0.0478538194007527,-0.0520339597908721,0.079319516332891,-0.03780416097492045,0.10970718872203356
1995-09-30,-0.0092815095516377,0.0066456005413997,-0.0475446073302339,0.0172263220107846,-0.06043042170329327,0.017323875090351493
1995-10-31,0.0092924593038501,-0.00398608292988,-0.0315121467175943,-0.0049347509750879,0.05000991157903445,-0.00025781558059434495
1995-11-30,-0.0549863767052378,-0.1003442032158331,-0.0761203779081663,-0.0464057149950184,-0.17270161944631102,-0.0531204164928859
1995-12-31,-0.1068046393107199,-0.117036004259422,-0.1189654376492039,-0.0898765038986203,-0.10930588661361718,-0.1067615095662674
1996-01-31,-0.0319708953134862,-0.0326955788782968,-0.0790858604132959,-0.0280338027802431,0.026116803278215084,-0.06568789579383794
1996-02-29,0.0170431275803082,0.0280581862117768,0.0339561119156788,0.0282041996747763,-0.0034213082630148994,0.05931884109819108
1996-03-31,-0.012212751143396,0.0058146166061203,0.00075783324995,-0.0114194054049588,0.01656989831624367,-0.0025023136181204775
1996-04-30,0.4306480683222318,0.2426926642356319,0.2254448064612693,0.4549999363147925,0.22057103450335336,0.3549702054978745
1996-05-31,-0.0722292196063645,0.0149725225262022,-0.079687942900525,0.0378982718255489,0.021483198451847763,-0.07891585690773728
1996-06-30,0.1142226167004947,0.365502348102122,0.2536579364156566,0.1494036956430393,0.3218031832680255,0.23141246232464985
1996-07-31,0.2575181745190482,0.0365787569921325,0.0401933350616008,0.4346057462322403,0.10536857891869778,0.020891493865161648
1996-08-31,-0.0681068095792448,-0.0037739600782348,0.0112150723817181,0.0464212178785075,0.04051613214794414,-0.07556598911626689
1996-09-30,0.0443938674356421,0.0794563607741314,0.0672954577326661,0.0703579440807145,0.06267947265421414,0.051897100690844855
1996-10-31,0.3699599568718186,0.1715360166909456,0.0512242564462628,0.3409043376492107,0.09870840165177519,0.13563291603113892
1996-11-30,0.0976024228642959,0.0264843565529353,0.0423538905798943,0.0670126314982784,0.07222696836446962,0.09513426240903922
1996-12-31,-0.1785520911315636,-0.1481881253849269,-0.1357465001169836,-0.1642994587795156,-0.155380143900269,-0.15784664315503694
1997-01-31,0.0952026424891114,0.0514849827942449,0.0590595408141814,0.0818816227333685,0.11259854643701739,0.03328698101049721
1997-02-28,0.1574647692735404,0.0452600362106947,0.0402247388954706,0.1392371219350197,0.03636181998873789,0.10939063118024506
1997-03-31,0.2559700961404463,0.1754001250687693,0.2232811292300236,0.11463140433646,0.2504218473303723,0.18090647261574322
1997-04-30,0.0981695619303806,0.1400159553588886,0.2535243124733946,0.0244827735995518,0.24924753743382544,0.08157674601292686
1997-05-31,-0.086135009673377,-0.0371040515156655,-0.0166963490553853,-0.0630712935055819,0.001703782116585062,-0.12204002351055088
1997-06-30,-0.0386763310241523,-0.0010054413059895,0.0593001354936217,-0.1137737687329274,0.08341666293762517,-0.03137131726491005
1997-07-31,0.0028297316622034,-0.0897389196364014,-0.1116606014631999,0.0072766226341767,-0.11393179847183788,-0.02126995801399245
1997-08-31,0.091611015549696,-0.009064907433645,-0.0970587627383623,0.1454417949769921,-0.09229713949019214,0.15232953769990099
1997-09-30,-0.0640507598488221,-0.0987870634103404,-0.0832395494537308,-0.1182178569086338,-0.09719472841737886,-0.08742056543112176
1997-10-31,0.1020960064832148,0.1243073761292659,0.1579652094228092,0.0542149269728275,0.14035793702701027,0.15815580114426386
1997-11-30,0.0024986035129757,-0.0395430536673375,-0.0458465300523889,-0.0579941572659791,-0.02828756055940851,-0.0857207011151504
1997-12-31,0.0953901335582649,0.0039070251101118,0.0639249899635028,-0.0088441708357345,0.05674537860801876,-0.02105845918497684
1998-01-31,0.0739442533486196,0.0094835004220446,0.0424459330621915,0.0045858665946705,0.025644536542402507,0.016190178978897185
1998-02-28,0.0354785314072858,-0.0417254976868533,-0.0645920879008726,0.0356794185401836,-0.07037288544140086,0.014734775546630274
1998-03-31,0.1093046750591724,0.0145064981506446,0.0297182367213564,0.0190155050753582,0.030817913217797033,0.02552206520053457
1998-04-30,0.1468790526550685,0.0428674412525822,0.0870503936091382,0.0659465739214371,0.0729166544242994,0.054751258214534415
1998-05-31,0.1641025104465441,0.0086447994846292,-0.0111569467542004,0.0611053446230753,0.03507235453445179,0.08703736302240594
1998-06-30,-0.0611299860217935,-0.0859622954670457,-0.0769170054797793,-0.0852071700045602,-0.05109425624925312,-0.06770995226476806
1998-07-31,0.0414347303942295,-0.0225327914117613,-0.0216956948279863,0.0123844277706997,0.004943133416119849,-0.0384274942760493
1998-08-31,-0.0846210437824476,-0.1481227929699163,-0.0907018576328543,-0.160773041021176,-0.08714625649756269,-0.15588964008495843
1998-09-30,0.2038737309290412,0.0504361885971009,0.063392726412544,0.1189606909724891,0.0658843262754667,0.0762434112108401
1998-10-31,0.0406045915131039,-0.0468242265122444,0.0069311371531219,-0.0631558589558127,0.0010106311448692118,-0.04691389849952854
1998-11-30,-0.0012162654143555,0.020977171327662,0.0183528260736605,0.0111555276924772,-0.006209594447674216,0.02799675849924954
1998-12-31,-0.0984328132362671,-0.0674643186373787,-0.0840583719619967,-0.0505234687326408,-0.11235336555888753,-0.05674063538057372
1999-01-31,0.0133254224896961,-0.0155202678700815,-0.0061823469853641,-0.0091035935001945,-0.0006060526489612972,-0.01042924633062381
1999-02-28,-0.0308401976878508,-0.04138224557716,-0.0176399626215533,-0.0443879768432944,-0.01759971392486559,-0.04777428554155594
1999-03-31,0.1710527944511592,0.0422865016750328,0.0147329477491942,0.0968100813516401,0.04448285160181564,0.05764417650668885
1999-04-30,-0.0512299853265757,-0.0252724550205309,-0.0351931192440784,0.006286408339178,-0.008795572012998853,-0.04131289600923793
1999-05-31,0.0698363643768094,0.1748458407319344,0.1599705023041702,0.0593195888027702,0.1818833358485763,0.13674216198939715
1999-06-30,0.3384473618116801,0.3359099750686887,0.4034223548603264,0.3656802508790546,0.3319540829709411,0.33311768267427855
1999-07-31,-0.0479730542674415,-0.0838169515420836,-0.0983224073983164,-0.0900201831694278,-0.05313527557065689,-0.07142909739771264
1999-08-31,0.0874625995967905,-0.0043777308977001,-0.0458516502219008,0.0399634259858874,-0.031213733078181205,0.007865953646285506
1999-09-30,-0.0054882533369239,-0.044147330702687,-0.0279690740008551,-0.0272828036184984,-0.024454995441627214,-0.020699798657638935
1999-10-31,-0.0167612024489903,-0.0544268034804917,-0.0665993664264511,-0.054333920940906,-0.06474447288778151,-0.026618839266928762
1999-11-30,-0.0074861900084214,-0.0646374760040638,-0.0608333558499381,-0.0636050236242528,-0.055637743535027595,-0.02207492026758817
1999-12-31,-0.0804803003494626,-0.042315675470935,0.0108461514594933,-0.0698550308742602,-0.004212063929920462,-0.09076849986832014
2000-01-31,0.1124244818801916,0.1283428104117363,0.2882013453780485,0.0525179563711319,0.27345880454097093,0.08166414619406615
2000-02-29,0.1684280749805218,0.1138665942954031,0.1591764422141375,0.1064960701458399,0.156838222279287,0.13673348110887407
2000-03-31,0.1727318519868435,0.0088719150151992,-0.0089928442242795,0.1307626005372448,0.01002221663678382,0.11718815392163151
2000-04-30,0.0127167523282336,0.0344105470501487,-0.0334612379170782,0.0710014974881947,-0.023643146278563676,0.02303765580831385
2000-05-31,0.0765845862827896,0.0030053704828323,-0.0107620889181435,0.0606038690004053,0.012925845237622857,0.03949123105862706
2000-06-30,0.0099568523855224,0.028297233340667,-0.0057816377696735,0.042074996178508,-0.03742313763089178,0.0633429635152265
2000-07-31,0.067711732712375,0.0475140389612109,0.0187929234813952,0.1025310611262555,0.017437262256940533,0.04546946104353555
2000-08-31,0.0501592463928695,-0.0284648748392634,0.0056343621487178,-0.0376397941662639,0.02285114443230274,-0.005743209965997642
2000-09-30,-0.0010842920195145,-0.062303509520518,-0.0311357070392873,-0.0725697989452091,-0.029614813624238456,-0.07171701015015564
2000-10-31,0.0694548766218994,0.0074009615945631,-0.0208361690699415,0.0260482341389429,-0.017716747486380302,0.011026235774610482
2000-11-30,0.0774699140157104,0.0551415814507052,0.039862245822662,0.0651019247891513,0.040956333176404236,0.05480216545846739
2000-12-31,0.0049724099118642,-0.0337490443000735,-0.021164357685749,-0.0158322966356635,-0.0315809908012441,-0.013996123083342082
2001-01-31,-0.0244158033910585,-0.0082850955899569,-0.0518989659932809,0.037555001855672,-0.03154571318566868,-0.008104293282287234
2001-02-28,-0.082028672229493,-0.051992587006003,-0.0715586209687499,-0.035977531172314,-0.03798196040972668,-0.07093852428539449
2001-03-31,0.1115220650365991,0.0585051357385699,0.0485418505354571,0.0631292466670292,0.05412348643935316,0.07350553983751995
2001-04-30,0.0343267632498984,-0.0197139015789125,0.0250720300478204,-0.0319666360046235,-0.0014847173240477574,-0.015064551570013185
2001-05-31,0.1059671251435343,0.008959186171604,0.0575870423241653,0.0082166585222225,0.03925430199739499,0.014851854412831766
2001-06-30,0.008582121988226,-0.0032036203601433,-0.0395085674038365,0.0279890160027749,-0.018778126063979883,-0.00699321118424312
2001-07-31,-0.1350535945055875,-0.1319028557385866,-0.1174872925480595,-0.1350144156605122,-0.10371186363318541,-0.14400767608264153
2001-08-31,-0.0040542951478924,-0.04808837651924,-0.0262759116588282,-0.0550354918063632,-0.03548480690080391,-0.055622667039178064
2001-09-30,-0.0730361996346864,-0.0303148696552579,-0.0571283887520569,-0.0223595596002448,-0.06133174006276099,-0.022839109333420593
2001-10-31,-0.0679047033579571,-0.0228499538350198,-0.0524113957431253,-0.0207612389118017,-0.04091270440582517,-0.02641970325244336
2001-11-30,0.0766803504527713,0.0263375556085001,0.0041854841460904,0.0383172923150694,0.019335579552759663,0.03310006044860847
2001-12-31,-0.0770770264817035,-0.0547229619953613,-0.0581482566578851,-0.0538834251438239,-0.03807612719230846,-0.07869681151148455
2002-01-31,-0.1509155621619375,-0.0676842722246828,-0.0884353254854815,-0.0887937013811579,-0.07122416302502566,-0.12546001653248073
2002-02-28,0.0504912008086069,0.010759051947879,-0.004536613315944,0.0326929323041871,-0.001493791171696346,0.04949916344468419
2002-03-31,0.1009080521438665,0.041613965398271,0.0483107207904616,0.0461707074622634,0.04583313317786586,0.10743806314236459
2002-04-30,0.0740566045448825,0.0411227692811073,0.0282408834111338,0.052965901564375,0.031778153989673985,0.04737167230821737
2002-05-31,-0.0754612839846333,-0.0801354891524038,-0.0553682426640864,-0.0785423993358317,-0.06380476020795767,-0.07172355313303658
2002-06-30,0.1033741835258512,0.16197460800352,0.0572961503528681,0.1911655021286207,0.0774010741219815,0.13013853680956733
2002-07-31,-0.0277071596173581,-0.0379708259438839,-0.0123043313347871,-0.056257969620967,-0.01825072869574096,-0.04624369433881104
2002-08-31,0.0210842656649627,0.0061487732705975,0.006636225693527,0.0114671745319487,0.009304290024957362,0.009466396924924236
2002-09-30,-0.0542358882447556,-0.0474876712943413,-0.030274294602679,-0.0582646012891737,-0.04791182160595997,-0.06552270044959185
2002-10-31,-0.0655255211755134,-0.0422000462457932,-0.0381623405542528,-0.042389416819812,-0.03927945014989964,-0.06071492366663589
2002-11-30,-0.0877338754764734,-0.0309023867993654,-0.0565211623188127,-0.0318097175883139,-0.03620237670969906,-0.07857233861330504
2002-12-31,-0.0410960191322886,-0.0496636161389313,-0.0374688709282516,-0.0638858758364901,-0.021834919499281624,-0.06256474119625477
2003-01-31,0.1321683840087062,0.1003437411816126,0.0442922891006063,0.1411871852999835,0.05456948860829591,0.13415861628209758
2003-02-28,0.0176539214337867,0.0044242947997921,0.0100950512433526,0.0073095730994598,0.016917595628286985,0.013172958749628982
2003-03-31,-0.0430468536909951,0.0212194715775702,-0.014142577272033,-0.0112888197209123,0.013723083932184466,-0.042272796930232004
2003-04-30,-0.0892949606206816,0.0487700353307909,-0.0372163693681051,0.0080666965833979,0.04026918772160193,-0.05884126413395374
2003-05-31,0.0297924004393017,0.0411225125448913,0.0223382743420246,0.0516209039990289,0.034489383682344776,0.046120897706036335
2003-06-30,-0.0609023714792497,-0.0509216661862462,-0.0758470729126602,-0.0608552733737808,-0.04440188332020367,-0.08805990317841872
2003-07-31,-0.0540327646039562,0.0157510471572452,-0.0151807583061883,-0.0058973674188997,0.028238634127181195,-0.048608420477180836
2003-08-31,-0.0031901561851956,-0.0465465295114306,-0.0245022020811062,-0.0325720678666345,-0.04508763663434001,0.004108877908686859
2003-09-30,-0.0586060486471753,-0.0410250287026789,-0.0476237073471754,-0.0347049406180333,-0.04918988681719305,-0.05493254348046328
2003-10-31,-0.1070132561045402,0.0267700262078329,-0.0647085814749088,-0.015831428619355,0.045153204309709594,-0.09227910734118983
2003-11-30,0.017196708603957,0.0374615913416274,-0.0330109228969569,0.0546829347000361,0.03853803914262288,0.053787017882902965
2003-12-31,-0.0583844557229927,0.124905955592397,-0.0149583503518313,-0.0131285844254651,0.14392231692430535,-0.045301966627738
2004-01-31,0.1188310501026472,0.0411568412620138,0.0393698491382343,0.093473397953703,0.043698054878575476,0.08430855414576977
2004-02-29,0.1254960259333872,0.0369810784621722,0.0415286602704847,0.102858272079563,0.042439577759357805,0.1511796810342092
2004-03-31,0.059239562603204,0.044462420916264,0.0125895130806175,0.0352887874244471,0.056447559842427886,0.03997261487105441
2004-04-30,-0.121722433641821,-0.0913562601260407,-0.1625003173660977,-0.092455274666229,-0.08373216774691539,-0.13709329982433005
2004-05-31,0.0095567770292896,-0.0250096879277135,-0.0228868562826357,-0.0237497505481607,-0.022744645577790323,-0.015741093532315675
2004-06-30,-0.1290261465364621,-0.078075824812496,-0.1208365411629266,-0.0892785991272185,-0.06603779318555247,-0.14176309610268578
2004-07-31,-0.052207447258209,-0.0097706511025711,-0.0087513849559421,-0.0234524180987091,0.0039972494138431625,-0.024119058850886277
2004-08-31,-0.0465217546214403,-0.0173273472614176,-0.0745081117035724,-0.0275749402558074,-0.02482113240861683,-0.06780053664289787
2004-09-30,0.0346585353063084,0.0455099521158015,0.0527968805071161,0.0352263369445395,0.07090868861721922,0.03404707430248877
2004-10-31,-0.0901944907984207,-0.0609382223765427,-0.0043481539008658,-0.0826953541475778,-0.05373070950965886,-0.07859719531661968
2004-11-30,0.0868797927730997,-0.002539249995992,-0.0045831662966299,0.0402401708220581,-0.009554968011151632,0.06223463895425807
2004-12-31,-0.0918715910535593,-0.0384925378300434,-0.0615989511046309,-0.0741522671514169,-0.05259774932497052,-0.11535366101938505
2005-01-31,-0.0473713533801353,-0.0472348358866994,-0.0311007776539635,-0.0474002891470251,-0.024631471744178013,-0.0513814849342209
2005-02-28,0.1109806299730207,0.0870184907889204,0.0721985298819485,0.105882912669323,0.09287528508295018,0.1230935261124193
2005-03-31,-0.1448865031324837,-0.0720063207059868,-0.0336973640041614,-0.1224767767833094,-0.027141590509799807,-0.15767388745708932
2005-04-30,-0.129810887336205,-0.0011257880337137,0.0105423694973254,-0.0540279313680657,0.030353126185691526,-0.07055659779155754
2005-05-31,0.0058275402850476,-0.1066711637238639,-0.1358733049555673,0.0009295455979227,-0.12925316037820056,0.011731104566301997
2005-06-30,-0.0029708440798947,0.0344159028633621,0.0376685319209255,0.0016820021277001,0.036053959431314286,-0.023145608511939364
2005-07-31,-0.0906406918759695,0.0506240265900581,-0.0157234446376385,-0.0814624777235734,0.029856458269318376,-0.059048061440221566
2005-08-31,0.197264196193617,0.050117717754117,0.0589504998413785,0.1449332349041883,0.035879075770661295,0.18681838203608203
2005-09-30,0.0251690743406169,-0.0232197873201379,0.0124386556642883,-0.0149225124203343,0.006273496901336051,-0.00034682625542703516
2005-10-31,-0.0705335893747294,-0.053684896583044,-0.0260377075726621,-0.0823666225177828,-0.03044874960535915,-0.07769039150126078
2005-11-30,0.0582469698382532,0.0091474404926925,-0.0318517168827821,0.0185278147923122,-0.032747694500157354,0.03803037054109826
2005-12-31,-0.0112368240871311,0.0810369362892791,0.0508573885852894,0.0459137951534631,0.06452177780480639,0.007834451531147257
2006-01-31,0.0253316686552393,0.0723226374828485,0.0902432291961197,0.1105828198878444,0.11895597178850403,0.07607013983043198
2006-02-28,0.0537560503160676,0.0553341842693717,0.0314003705307162,0.0505400916892651,0.04006743144333602,0.06152820213577859
2006-03-31,0.0006919038994168,-0.0019151617229614,0.0690506514690461,0.0048634618633076,0.08194197796532054,-0.045353072265492456
2006-04-30,-0.023950495246906,0.1175311310334568,0.2023576872949988,0.0239395126615693,0.1666524506247573,0.00784869170631719
2006-05-31,0.3063484985714855,0.1059124147566203,0.1765111677301181,0.3017777185463315,0.13536726029236745,0.19327157959234764
2006-06-30,0.0746809577127294,0.014388675094296,0.0158540357527712,0.0329180828900825,0.01651377852726932,0.03381223870779393
2006-07-31,-0.0155535814171968,-0.0800677055737083,-0.0819451970979253,-0.0637006527625997,-0.08196066565048044,-0.07762560609158331
2006-08-31,0.0401086001776573,0.0422843171437894,0.0256416582037051,0.0170722826046756,0.03712978827531277,0.00566908132759858
2006-09-30,0.0604990365489581,0.0503238005950958,0.0471529005322068,0.0313394916479199,0.03590351393368274,0.04786188310497819
2006-10-31,-0.0043143203071399,0.0504136888816084,0.0017841605540749,0.0984634962717327,-0.01729063719243573,0.0700046103321843
2006-11-30,-0.0090329608347398,0.2043168446129757,0.1512732415701798,0.1495532756541626,0.14190502168610886,0.15141902454235923
2006-12-31,0.0178675916424033,0.1835074520232733,0.1649904665485493,0.06553079925078,0.17146415744542498,0.10468747342091955
2007-01-31,0.2421888514184667,0.1456638351099113,0.1775532643490012,0.2369112644441782,0.19885699215515262,0.21397417317034595
2007-02-28,0.2372778960741455,0.0230008684232585,0.0058906152260658,0.2288174422669922,0.005715098072910818,0.19086816036364307
2007-03-31,0.2597322230380867,0.0831049642990702,0.0845039343444491,0.1731153102364615,0.09358045074466137,0.19232409948074425
2007-04-30,0.3265515323323229,0.2248035067338059,0.274144106330578,0.39609198359116,0.3540653996986476,0.34647751443553076
2007-05-31,0.0843636145978414,0.1464073293427561,0.0765211984447093,0.0848289881079813,0.10352033636898228,0.1023774534409414
2007-06-30,-0.2248064281937856,-0.0435441649477185,-0.0270477817073069,-0.1290237857074714,-0.06556133097329497,-0.09525670978622303
2007-07-31,0.3322766974133733,0.1723538447837433,0.1334519544347832,0.2741133030705323,0.25189916234162646,0.14886935888988329
2007-08-31,0.1368557760891069,0.1654804610295484,0.1468133941193112,0.2028120987419557,0.13064915187721815,0.11044845867686703
2007-09-30,0.0258610612696736,0.0812020531962323,0.0280716691490816,0.062489452516911,0.04340305018649837,-0.006240616686620126
2007-10-31,-0.1249418477563238,0.0852405702631797,0.0186319930217027,-0.1122442061648661,0.028556890970738547,0.11401249202115271
2007-11-30,0.0177152996390017,-0.1631989638808929,-0.2059100065179742,-0.055031474057705,-0.18733043417338835,-0.08545114294689993
2007-12-31,0.2026893833634135,0.099529832118073,0.1987487067254154,0.1878887895831034,0.13283521034870605,0.1959828561789192
2008-01-31,-0.0461932490109567,-0.1699856937387912,-0.1217517256822299,-0.0337700543335611,-0.15517536472317173,-0.17235217002184933
2008-02-29,0.1275261923684911,0.0044569123398696,0.0083698797029396,0.0691404787690368,0.023751649289955212,0.03994806098055048
2008-03-31,-0.1580389857717986,-0.1785149424454802,-0.216528221887629,-0.2028352049123808,-0.21135657583478218,-0.1795108691038052
2008-04-30,-0.0938208465316097,0.0781362634904463,0.0169858826062245,0.0203815077663134,0.03751854004117661,0.09184367341767241
2008-05-31,0.0147591690951798,-0.0905251537995889,-0.0446989451362401,-0.041447284165975,-0.08525539849583896,-0.1123731047869635
2008-06-30,-0.2459221323712861,-0.1940411034682521,-0.1798109016290462,-0.2752752110037685,-0.21675551627569112,-0.2462145635295564
2008-07-31,0.1471143029904571,0.015305100546515,0.0322161111087331,0.0656803712487632,-0.024769740063749324,0.08177343807439974
2008-08-31,-0.2139905376058123,-0.105846652276172,-0.2201592252106816,-0.1920224895110698,-0.2604508216393595,-0.20093921772784162
2008-09-30,-0.085728888547754,-0.0549322920361915,-0.0630316766389416,-0.0018852311820803,-0.0522237678725056,-0.027911268336603068
2008-10-31,-0.2314609072060497,-0.2547380833371548,-0.2568082314275199,-0.2727654491337069,-0.19515976010958858,-0.30547870291143775
2008-11-30,0.2468229327695685,0.0768934294748446,0.0245031520901741,0.193487740952041,0.12640369907396587,0.14748228302036148
2008-12-31,0.1226488697545107,-0.0467464058781911,0.0296917277706993,-0.0345702386395999,0.06198478191728651,0.013554363479522102
2009-01-31,0.1541565865928136,0.0731286159259225,0.0295810230291841,0.160183258682206,0.07549986707550116,0.15813850471546287
2009-02-28,0.0985216573488694,0.0386971371879019,0.0506222316751532,0.0666657410707287,0.03098680515952168,0.11930251323736774
2009-03-31,0.2495884885928192,0.1184175358425498,0.1522817829620359,0.1878728542145602,0.16001336599156346,0.2717928763895143
2009-04-30,0.085059666572689,0.040667218113606,0.0188948495134795,0.0441877871166007,0.03613748594553101,0.05945127691706564
2009-05-31,0.0866355831996641,0.0626822913028033,0.0350512522495345,0.0726518827668429,0.016493428034396684,0.058292729178719416
2009-06-30,0.086719981500279,0.1706378104412531,0.0917203301030111,0.2026120151017683,0.06014356976899826,0.15627081986242697
2009-07-31,0.1322780455383436,0.1539474657118877,0.0928919684648896,0.2429173043658377,0.10836646736603184,0.211565146940625
2009-08-31,-0.1180075097102564,-0.2307430060449622,-0.1818699236316096,-0.2199043604668754,-0.2222234725050487,-0.21066755969700113
2009-09-30,0.0523601144568295,0.0529679414954329,0.0714925682496467,0.0457516987302586,0.06440387634922229,0.03557159050111469
2009-10-31,0.1339730124814233,0.0702559955720882,0.0767360265576984,0.0765070496692388,0.12995120743807487,0.06635738558646964
2009-11-30,0.173694361881088,0.0455251445118822,0.1033313208033148,0.1272943965846016,0.09889863529105636,0.04230387192084506
2009-12-31,0.0556054622831436,0.0343159009530527,-0.0181757875861384,0.0427102108851991,-0.008418907483703886,0.03207825960579047
2010-01-31,-0.0094096599935797,-0.1076505873814053,-0.0752801736856078,-0.0750896573603451,-0.13483223369125807,-0.05841807488644224
2010-02-28,0.0901465455938264,0.0089368393003406,0.0215951698289795,0.023469503511607,0.04791529620954549,0.009017448011213292
2010-03-31,0.0862285660029895,0.015661274067533,0.0152231066212036,0.009435847866428,0.02384652550395816,-0.001099637881807003
