,LowCEI,HighCEI,LowCAR,HighCAR
2002-05-31,-0.07688614322928322,-0.09746811131332822,-0.07844599928673102,-0.07668019533270143
2002-06-30,0.12522719674763816,0.17777722025404707,0.13941277324343915,0.1342801253513639
2002-07-31,-0.03184675866770015,-0.01718071109938446,-0.04151100441856903,-0.030083599310291476
2002-08-31,0.018108973042475718,0.008370966523453705,0.007471715689162828,0.0020234722111334147
2002-09-30,-0.04717667266860426,-0.05269071388541424,-0.05953449840151459,-0.049214654564569194
2002-10-31,-0.05222034325499403,-0.04882101672678163,-0.05151085999643612,-0.05289228207590957
2002-11-30,-0.05852967837187584,-0.05074327857052041,-0.0657700707532517,-0.052423166546647804
2002-12-31,-0.042984374044643836,-0.04749221444264118,-0.06236365141029154,-0.04148201599705181
2003-01-31,0.09397240825245445,0.08541005334756613,0.10887457812222445,0.06598761840695233
2003-02-28,0.006555565872895297,0.005780340586522881,0.013508135758290019,0.008288285279436591
2003-03-31,0.0014782175501464323,0.0016457090880894754,-0.025408721221402475,-0.008636438201437224
2003-04-30,0.0032924099972484466,0.04098348261552687,-0.03951570147096073,0.01213891478729523
2003-05-31,0.041158675684518586,0.05950976976763811,0.0643750595468282,0.042815662701617185
2003-06-30,-0.04580109093363505,-0.07065737421308771,-0.07719917024183143,-0.06072887495247803
2003-07-31,-0.010255587772885488,0.013295518611567303,-0.023502210573851157,0.025433169996079474
2003-08-31,-0.03291957009342339,-0.038078712472629506,-0.022170843845539467,-0.052237138395105576
2003-09-30,-0.0367311597598039,-0.03486771283122847,-0.04575361384850729,-0.051289040520769213
2003-10-31,0.0035793290668322264,-0.02452399725511545,-0.060199832972544054,-0.03407036287366427
2003-11-30,0.03842608717073337,0.030770901549396656,0.026946997733368727,0.02954258277534505
2003-12-31,0.10088576665566507,0.015315380072283835,-0.02945582019761328,0.045755092481293946
2004-01-31,0.01599982647066156,0.05595591525397259,0.13262175212395677,0.04949542397631368
2004-02-29,0.08966979804068465,0.05763253768575782,0.10490675796022808,0.08392746220269376
2004-03-31,0.028151143335597872,0.03399680213494882,0.03828609384275383,0.023083079349506486
2004-04-30,-0.0958526329438556,-0.09074086485616184,-0.11240791997549227,-0.08299487170316489
2004-05-31,-0.0317271395602734,-0.009529743486731745,-0.019864030210616668,-0.006734744137984361
2004-06-30,-0.09226210383348621,-0.12344063221965429,-0.11119381167913989,-0.12362714260744223
2004-07-31,-0.03987193804830824,0.019347152497499076,-0.010146882055253714,-0.0086316240700397
2004-08-31,-0.028092226270121867,-0.03648415699816798,-0.02771862073483422,-0.0391109164128578
2004-09-30,0.07075292264526678,0.06671060935099682,0.06708303374953739,0.08093349400797978
2004-10-31,-0.06955674857448824,-0.04730103859188317,-0.036061158037776986,-0.062344354383431666
2004-11-30,0.012889896167877612,0.006402136690870197,0.037309097930783075,0.01811099493719981
2004-12-31,-0.05816323996974615,-0.05072085189615916,-0.0763974234189343,-0.0752945009303918
2005-01-31,-0.05882381223970756,-0.03290492838091008,-0.05619294897201221,-0.06124028825367711
2005-02-28,0.09607851790388366,0.10217060022124702,0.10725589548538972,0.10990488002994048
2005-03-31,-0.0932581934628407,-0.10086190572906062,-0.12750660663068425,-0.10323668687746967
2005-04-30,-0.036924480209623245,-0.026898660283684706,-0.06151475833045228,0.008767250521585668
2005-05-31,-0.08919278344717851,-0.07739941910845372,-0.03811973012977554,-0.059690072961013585
2005-06-30,0.006647972723903939,-0.014101637478030948,-0.012066649624319803,0.0257165466139484
2005-07-31,-0.010782354187986232,-0.003596280536863783,-0.0832772730286443,-0.020501668318005706
2005-08-31,0.07549254379910941,0.06520007764934,0.2047185028130427,0.09336627733689173
2005-09-30,-0.006931268058776752,-0.0034380844188647286,-0.00905376457583662,0.018018325372079813
2005-10-31,-0.070347696094197,-0.07608212835944994,-0.06588399206534101,-0.059658308672102756
2005-11-30,-0.013011528917356907,-0.009441633207965427,-0.002980743813020381,-0.0048147158885735175
2005-12-31,0.0576697365647052,0.09079140079760784,0.04041526706970999,0.058508164495454595
2006-01-31,0.058058349741617166,0.09108929210076289,0.11363727368806043,0.06911732271747506
2006-02-28,0.0352628470441434,0.04688949998420622,0.03862673838832298,0.05254598711562197
2006-03-31,0.021203389817987306,0.016963166792727247,-0.00015907339029630485,-0.002925021365139502
2006-04-30,0.043676511197699774,0.07320745093173775,0.11814263557667504,0.0778306970287026
2006-05-31,0.19633441655068418,0.17471214958261228,0.16094881292542174,0.20567092780647234
2006-06-30,0.014952880608393171,0.03807448829349247,0.000734336317659956,0.02216999638281525
2006-07-31,-0.05626344874896605,-0.09000051524149255,-0.06029977373672346,-0.059130311231625265
2006-08-31,0.03133477773495352,0.0637504223194656,0.05713660429331657,0.023096188167552878
2006-09-30,0.010541558963097941,0.06075211640177369,0.02448733988131835,0.05617995483999749
2006-10-31,0.025425216007099793,0.010333866458450247,0.012701494976803396,-0.0005245323399668544
2006-11-30,0.10235784757170774,0.1623553196205758,0.08580527434708674,0.11263306516353744
2006-12-31,0.08751070426308494,0.15701773105425754,0.09757483584780413,0.09305272724225477
2007-01-31,0.24906087564164614,0.1845963405663109,0.28044118535527596,0.23920499182321686
2007-02-28,0.15510666689272545,0.127255029176075,0.15255828915894565,0.09460526492069277
2007-03-31,0.11738529641323492,0.09663925038129895,0.11424535569606209,0.13921293559464787
2007-04-30,0.3879154738227446,0.2858232479564484,0.2750065773024517,0.28047319405557514
2007-05-31,0.05187434367503618,0.15109586595373758,0.1156025512113723,0.027498271949661257
2007-06-30,-0.17585784059288412,-0.043559304948738053,-0.11131259541376515,-0.1007307497996347
2007-07-31,0.21021487391738702,0.2459129456919289,0.17557987172826395,0.22391574187133356
2007-08-31,0.1447683639884274,0.17429849588672996,0.12443292723841637,0.1195773597900005
2007-09-30,0.14258978000533884,0.03772764402924933,0.01882092999539764,0.11081071096214123
2007-10-31,-0.09968571431544482,0.0351502821776708,-0.07235998868179927,-0.08545567937276444
2007-11-30,-0.14893593550405615,-0.18502682459468567,-0.1804174789808225,-0.11588732919825995
2007-12-31,0.20173768758082988,0.09061207294388329,0.17258288949143696,0.17010476116866458
2008-01-31,-0.09022601085496318,-0.14467667419414287,-0.11960321692603537,-0.10588789837565771
2008-02-29,0.07260932952580279,0.002383110298241453,0.03390834845852497,0.04353990976532218
2008-03-31,-0.23582980586496227,-0.18410574026480142,-0.248939008365745,-0.21116223057178474
2008-04-30,0.022341331225114613,0.05774328718486976,-0.04510628346392953,0.032069897453008256
2008-05-31,-0.016827383122177242,-0.11409823885401116,-0.09050288831316156,-0.05594220677973172
2008-06-30,-0.27055589713026573,-0.23518001222177498,-0.23345207040450588,-0.21777124595503294
2008-07-31,0.046804277793407234,0.008584304911946505,0.03836422939063677,-0.024170945407388844
2008-08-31,-0.20596898216578463,-0.15934615832451748,-0.20022131369013563,-0.2250732882932418
2008-09-30,0.008547225845617401,-0.05690373681027017,-0.02510377329274993,-0.06593936585355409
2008-10-31,-0.23685219914593758,-0.262299028521362,-0.29406441765627833,-0.3223491642853855
2008-11-30,0.16831162503164254,0.04049662024329548,0.17811888843813506,0.09166321063575511
2008-12-31,-0.014640178780276125,0.006020663792028813,0.02358898230441797,0.007917136222101329
2009-01-31,0.09711305870298692,0.14903502792968326,0.1374146149080886,0.08584198328784165
2009-02-28,0.08842366584110262,0.07221020780676146,0.06333066573569268,0.04313103155626008
2009-03-31,0.1346961966282647,0.22989608064181377,0.18069920728955546,0.22643240032157008
2009-04-30,0.0351897111766033,0.04708679684005945,0.04552408412372433,0.058725599173086174
2009-05-31,0.03754628993420139,0.0805073329840178,0.030634357812297175,0.05960911406837588
2009-06-30,0.05671737126237186,0.1301310871507142,0.049921850020848924,0.13151570129555368
2009-07-31,0.18293662455811277,0.18204936760968105,0.20812234606309188,0.18844764139799564
2009-08-31,-0.17872505119420723,-0.2420525531070269,-0.2132364977872928,-0.20514226512435607
2009-09-30,0.033750339640475024,0.04556609936954925,0.054294643410007115,0.028755555384368803
2009-10-31,0.1103187628587825,0.09935609023498415,0.11705909823038563,0.09014990047175608
2009-11-30,0.12139900843887075,0.10436535383665291,0.09217273705794371,0.10102818708067529
2009-12-31,0.021012174803310968,0.0035268711969416167,-0.015044409825060168,0.0438744802910227
2010-01-31,-0.05676559721373309,-0.10852289626518496,-0.0679576580038953,-0.08778184022645263
2010-02-28,0.04327415042734817,0.03905999946798033,0.03884129066397213,0.051342726289975715
2010-03-31,0.016749850531952548,0.007396674873509479,0.03056223064608754,0.0033353201937884602
2010-04-30,-0.07336117908531214,-0.12349352377441858,-0.08102172690422438,-0.06014273028979322
2010-05-31,-0.08968099771436377,-0.12106909063934423,-0.0921973209200756,-0.07307196812363881
2010-06-30,-0.08888962606053097,-0.08596657579546985,-0.10893791418172383,-0.09926397351194216
2010-07-31,0.14282808658270807,0.1705636161813633,0.1606524184054583,0.14633385262421705
2010-08-31,0.05263856868848693,0.0239265826257804,0.05699743753649944,0.10415588989587232
2010-09-30,0.02309890614651966,0.009162172281246495,0.011663360430143932,0.03655653175844242
2010-10-31,0.07630334075281908,0.17658502291096423,0.11284615645601037,0.13497534603209171
2010-11-30,-0.03876705446105555,-0.09737838569129154,-0.04273546148642171,-0.02171400567738868
2010-12-31,-0.04245243066677895,0.006461766149373327,-0.04455857958643128,-0.01705355646514506
2011-01-31,-0.03744043849281187,-0.03279297194399322,-0.03825969782987182,-0.06810062555310159
2011-02-28,0.08691327909677038,0.06474604443197696,0.07840075064505214,0.12911758444493215
2011-03-31,-0.007309753991446399,-0.02212215617127844,-0.022650074429366618,-0.0011672801746137607
2011-04-30,-0.02836758451415755,-0.013285387431603568,-0.02584035800034923,-0.02454155607608577
2011-05-31,-0.059450304548789634,-0.09052298880361276,-0.08429907866256126,-0.07027469312528567
2011-06-30,0.024328108108399027,0.05790646687993273,0.021711006581160985,0.04572212556874633
2011-07-31,-0.011106985492748911,-0.0258648102912844,0.004084157249084397,0.027551286725121082
2011-08-31,-0.04168906750424395,-0.06076964503763238,-0.0505050799925737,-0.021474871936544515
2011-09-30,-0.08207459101748915,-0.11220396886006168,-0.13177320580436658,-0.11206287461535658
2011-10-31,0.03809968116840956,0.032918260611752403,0.03197670518562434,0.04405184767828918
2011-11-30,-0.006234556210648057,-0.08777486402031409,-0.05251377988754957,-0.03848492189321007
2011-12-31,-0.060018200142772926,-0.09988514682738414,-0.1245711135440093,-0.07702059585954235
2012-01-31,0.010899694656655079,0.04203063666984885,0.007000984491478901,-0.008354935573614775
2012-02-29,0.03605134050844239,0.10601537452041532,0.09678130698432819,0.103184149487068
2012-03-31,-0.04066270201464417,-0.07154337127686561,-0.07594627813986343,-0.05457858502351076
2012-04-30,0.03717834821814403,0.08576056620781092,0.048929847294870044,0.06139652032361087
2012-05-31,-0.02227849341204391,0.024856029881682007,0.01457931651820843,0.028596305733419758
2012-06-30,-0.0325370315798712,-0.0857686851792433,-0.06899761617178646,-0.052054458618582045
2012-07-31,-0.04009087206853945,-0.0736058103530205,-0.10833061095807761,-0.07829901769447523
2012-08-31,-0.007556869108450881,-0.0491099021600353,-0.004932660498417674,-0.010066214407691731
2012-09-30,0.005340605495750328,0.03209343434703649,0.049590084478866814,0.010480864975095372
2012-10-31,-0.0009110714193001357,-0.010859870337766142,-0.029368148979511566,0.002555072931732738
2012-11-30,-0.018009175049696124,-0.09485374588609541,-0.09796354127507645,-0.0647104048875985
2012-12-31,0.11262035042913099,0.206160215071441,0.1740779984101335,0.1619618014726325
2013-01-31,0.03915305489961707,0.07342610340576372,0.02805268871707889,0.03859713695300737
2013-02-28,-0.03181332332443765,0.014516404641450764,0.02147085240011326,0.021008666295025513
2013-03-31,-0.038596641645116225,-0.07629903070439614,-0.06858733148610074,-0.03554814677481655
2013-04-30,-0.022360106333215723,-0.04025122352360966,-0.021316359297374743,-0.022424847085180888
2013-05-31,0.026016276057433396,0.10822875414641109,0.11835768215218012,0.1034542157611098
2013-06-30,-0.09119367707849813,-0.17841435710528708,-0.18617350587167547,-0.12660274826516627
2013-07-31,0.0060890523829391086,0.04896000926306643,0.03844656466565732,0.06845362158651236
2013-08-31,0.021033626474808553,0.07663732917781174,0.07667719655189864,0.04763341738072735
2013-09-30,0.011927329376803408,0.029105138886098114,0.05525791922618262,0.0771844425894006
2013-10-31,-0.007458573969324256,-0.03513855117890308,-0.03713017051542189,-0.048854546901337725
2013-11-30,0.027589700638172454,0.05099528700905798,0.07931587624135794,0.04830042580767313
2013-12-31,-0.04660408094770008,-0.048570451573466955,-0.05716672533284317,-0.03474408915341165
2014-01-31,-0.04452862044083672,-0.0021569701993282564,0.016128093413666944,0.011007197656570211
2014-02-28,0.0165844505388284,0.003270595749622629,-0.0034938938569379907,0.005989819302764765
2014-03-31,0.003487924302482126,-0.0308481548181736,-0.05247832800380825,-0.05629103664486845
2014-04-30,-0.00348719337115877,-0.006737644644312479,-0.0203645399550324,0.004387074043928907
2014-05-31,0.016387375838882168,0.012387398960288953,0.020792810168756448,0.004806257160792082
2014-06-30,0.02092405427207944,0.013842882230473252,0.025497494534891363,0.023250181384854907
2014-07-31,0.07508364138059065,0.08263655718609142,0.06954409764838365,0.04817243838991403
2014-08-31,-0.009614972094643903,0.064554587151888,0.041646322919350665,0.044464871089475055
2014-09-30,0.02839897362424315,0.09997423232405023,0.1002713657842953,0.08346401116050295
2014-10-31,0.024072951979673185,0.003569918433124819,0.00546151479268242,-0.009796616730307184
2014-11-30,0.11600722100601812,0.06508771784029288,0.0513287499072701,0.1066742471929607
2014-12-31,0.2896958744190916,0.07224585173083131,0.03905474806411813,0.16461513492476598
2015-01-31,-0.01922426375609476,0.01005646668831428,0.06760469400510694,-0.018754792948208254
2015-02-28,0.004941687817740625,0.06289283522203215,0.07838554655865426,0.05979325291626525
2015-03-31,0.0778492396320043,0.21106418048019338,0.21112826719782984,0.22627257336547535
2015-04-30,0.1666475750077847,0.12122531623811139,0.15512543105674048,0.1846913018457974
2015-05-31,-0.054868463917981725,0.14247706863971255,0.20661376613106963,0.10108150725198084
2015-06-30,-0.009322263981536016,-0.10136119420509726,-0.13339187689769738,-0.06519635386452072
2015-07-31,-0.10452090187884955,-0.16015316458192141,-0.1486497303594525,-0.18655877726966652
2015-08-31,-0.12989918426760372,-0.13193687700015067,-0.16097843873909812,-0.12272228945933206
2015-09-30,-0.03122534316316572,-0.08272899845889292,-0.05961512757137555,-0.025761331947556254
2015-10-31,0.07079558363217653,0.16520070343120374,0.19931319877522147,0.12292913191219057
2015-11-30,0.007148093753503781,0.039977927666320356,0.07729169747169595,0.004899570750637627
2015-12-31,0.030126951988770134,0.027056089874016198,0.04493107942605645,0.07112537546814579
2016-01-31,-0.16649221153110372,-0.2878042663478214,-0.33144468913295577,-0.30857038838845363
2016-02-29,-0.010081984826752488,-0.013026939187830378,-0.03863409394279149,-0.033421512778245344
2016-03-31,0.09543977140550952,0.15831905087425313,0.20910112269561698,0.19238122249214507
2016-04-30,-0.017792813041102917,-0.043063106886968905,-0.02371198009559261,-0.0330345185340879
2016-05-31,0.0036857787849855494,-0.01670150693150052,-0.008224168004011823,-0.0066255646668087476
2016-06-30,0.009490582327849495,0.021093396367400485,0.05895849402427711,0.051586993596808295
2016-07-31,0.03442654140524626,-0.00340032142186264,-0.010459573982863901,0.016918270216938813
2016-08-31,0.041390337989752,0.03149226374825376,0.036675032449570155,0.015841148852892672
2016-09-30,-0.021814660353305038,-0.01665746556603609,-0.020391755833547798,-0.016884321446891115
2016-10-31,0.02081415423466826,0.01713008875861144,0.03947518858997423,0.02192130906216594
2016-11-30,0.05352018104039247,0.03179319799102709,0.04723073822885415,0.014346750222316906
2016-12-31,-0.03282585072807709,-0.06705749700171515,-0.07242907638902507,-0.04855987391998051
2017-01-31,0.04863052209706842,-0.011229556726205514,-0.019851828570992103,-0.01123141437996611
2017-02-28,0.012833718425213192,0.06066889456053448,0.041499539808310004,0.04231579188729562
2017-03-31,0.008855573417801077,-0.03270997512448992,-0.00846777774479568,-0.009578859178622778
2017-04-30,-0.004003438292381922,-0.03953466107855397,-0.04127066933431622,-0.022162123816038104
2017-05-31,0.04312001326218495,-0.057898965628662924,-0.06383260395654966,-0.01990303935392468
2017-06-30,0.025783255144171457,0.04363139403567029,0.04691116811546614,0.06287186645371756
2017-07-31,0.05844827268121722,0.017993365036992337,0.01381227603817159,0.031599071925066946
2017-08-31,0.01749815631968077,0.015524714173334564,0.02756133751105838,0.030773352110931018
2017-09-30,-0.002847651703488552,0.01606416801571231,-0.004936166155454225,0.016879210317906734
2017-10-31,0.0301533975752859,0.010327139722644318,0.00991813094392291,-0.01913345203725081
2017-11-30,-0.003559224619406498,-0.06352099301373837,-0.043472610089945185,-0.018068163243009527
2017-12-31,0.018082578534231786,-0.005953530097407067,-0.004767155505688847,0.026033418119626228
2018-01-31,0.12059154588461052,-0.00941383643593352,0.005366892354085495,0.04003522917265823
2018-02-28,-0.08108209208635886,-0.03295887985131696,-0.025423521121922366,-0.04014241992757783
2018-03-31,-0.05299032258046332,-0.02086486816481925,-0.0003346166712573373,-0.016007743352105752
2018-04-30,-0.0201909387192305,-0.048714782051641925,-0.05440584379540181,-0.03566530267174195
2018-05-31,0.006417360747899226,-0.02494046006610251,0.01529346463567638,0.009046712431441506
2018-06-30,-0.052700069704270436,-0.10467148403904747,-0.08885368357045687,-0.06976995745658232
2018-07-31,0.045726972066186145,-0.00258327503626421,-0.02494082496632455,-0.01003519692473731
2018-08-31,-0.0335798817337023,-0.08709045338404253,-0.07085215604976303,-0.07422727341388957
2018-09-30,0.056778445115730714,0.018677019881354617,-0.002241398424234542,0.008394489408550365
2018-10-31,-0.06665979969035252,-0.10193355701818752,-0.12645914966758443,-0.11137840681881328
2018-11-30,-0.02924167160558222,0.020707676075372605,0.045779904751880096,0.03403080482555132
2018-12-31,-0.03096893104529097,-0.048127484930035824,-0.03747164764139699,-0.051174652993407066
2019-01-31,0.07162030629885674,-0.014764536883879686,0.03852794018540928,0.028164418224524423
2019-02-28,0.07378590533214924,0.21800055721417566,0.17432093804448567,0.1899338753163058
2019-03-31,0.018411093459209438,0.06730978049376923,0.09139610560565603,0.11213573631068896
2019-04-30,0.03060826289288876,-0.043999948447988046,-0.0005306322351096293,-0.025880919945317826
2019-05-31,-0.04782675484046839,-0.06830136705712841,-0.06534336430190602,-0.07155186042596706
2019-06-30,0.05016329318993207,0.0025601926550935517,0.017823623252327447,0.032296671709132196
2019-07-31,0.003959836117176652,-0.0032039775639244317,-0.014864320445269752,0.00498904540137346
2019-08-31,-0.027198310997820663,-0.012936137593422381,-0.012708731470469248,0.02209120673316267
2019-09-30,0.004942582641766391,0.010620577762917138,0.0175297058350381,0.012046660676982235
2019-10-31,0.022154211470813978,0.007189056123586113,-0.009467911473992507,0.02474010165881957
2019-11-30,-0.014689065767255371,-0.023453294550261572,-0.016013635255876846,-0.004220956826968103
2019-12-31,0.044850954101722795,0.06486947060080861,0.07367137932299839,0.0782427406364079
2020-01-31,-0.044935146223577305,-0.004180802741796441,0.036468145755445214,0.010131441769973604
2020-02-29,-0.04495407517368588,0.008525109344913684,0.004003209135413632,-0.008646699525470258
2020-03-31,-0.0257059868372016,-0.07505257039450752,-0.07867585193323912,-0.0803246218056426
2020-04-30,0.03531721122229747,0.028551753126055734,0.058919593027769945,0.06649325891761038
2020-05-31,-0.004934509436740342,0.004166938313435509,0.011066992282862342,0.026829659867265043
2020-06-30,0.021653871528548363,0.07005693286459369,0.09463172685356236,0.1436948561245377
2020-07-31,0.07681511945500841,0.1570597981575288,0.14735368745775101,0.12708229732679932
2020-08-31,0.02541588902859626,0.015367434392870916,0.012943483366211872,-0.006032481940476786
2020-09-30,-0.031909030061748944,-0.07750769596560347,-0.0895227939214801,-0.043627719926784936
2020-10-31,0.021524920168066064,-0.0041260289235171,-0.026582682454937778,0.029065694740678216
2020-11-30,0.08782833311794325,0.027283923729926718,0.030845199853105854,0.012303847358256181
2020-12-31,-0.032059614932790303,0.0019582427483970655,0.012271226595121032,0.05467804449993108
2021-01-31,0.005366396972857013,0.027134667901908438,-0.032382516267721706,0.045319838701303405
2021-02-28,0.035694696664973824,4.1386263917919663e-05,-0.02023940643307498,-0.037315270194895556
2021-03-31,0.006636463258237857,-0.06718380215178688,-0.04139021798540776,-0.04520756887323496
2021-04-30,-0.03067935760724949,-0.019211266884532008,-0.005123655487062617,0.041464027488190336
2021-05-31,0.028861232847245066,0.05180697439301141,0.07686693597687633,0.06717604873460536
2021-06-30,-0.014975972156849315,-0.012656544019602256,0.007501617343448785,0.041350355364587976
2021-07-31,-0.06912885660362744,0.02521498772457642,-0.05372673591356247,-0.025458581702158423
2021-08-31,0.04743924290189194,0.09075769260406363,0.022015548067202628,0.0535640260103456
2021-09-30,0.03506890956729536,-0.04844829356294389,-0.002992491532052499,-0.09983668028640569
2021-10-31,-0.013141947889880545,-0.007206929923767702,0.032117122388471975,0.004363048985535745
2021-11-30,-0.031979794593040234,0.014100903892162453,0.03672605494465775,0.018347320806968437
2021-12-31,0.035350275702817235,0.021355662526766794,0.019415934638437715,-0.016901181140126065
2022-01-31,-0.015578860658431726,-0.09103687803621852,-0.09140172243477673,-0.10575593255325899
2022-02-28,0.023459932501621372,0.04983993580441415,0.05463242459108408,0.012365627340973573
2022-03-31,-0.006145708430255747,-0.10583536596273113,-0.06960085392083815,-0.11343032767356243
2022-04-30,-0.03292475194687383,-0.10323083027072699,-0.09386295468348216,-0.10595284958968731
2022-05-31,0.010237611875698827,0.08682301235857648,0.06496415422459112,0.056832352449495804
2022-06-30,0.025779958749954757,0.07222559062620837,0.11973494386669947,0.11554744988027377
2022-07-31,-0.03431483020608528,-0.024280642995203494,-0.025562050569448935,-0.015453516829637692
2022-08-31,0.010045604958036636,-0.04760587265381511,-0.027496520205467667,-0.04648761586692318
2022-09-30,-0.01628659440188729,-0.08900100376103492,-0.09317566271074929,-0.05573611494262909
2022-10-31,-0.07063861852029729,-0.013676465608917332,0.01265283641088133,-0.06475054306805217
2022-11-30,0.10983205429772624,0.06880214585576172,0.09250937823298355,0.04480965336952303
2022-12-31,-0.01779262371703183,-0.04511824563927336,0.002783103933780673,-0.04102087915339847
2023-01-31,0.03387049004741405,0.08227224449441306,0.06961310369593576,0.0810051755897987
2023-02-28,0.002120671402103147,0.009014150375474372,9.640525227605501e-05,0.006143977097112785
2023-03-31,0.012460875888366196,-0.020131563666735408,-0.04272717134542603,0.021867632425460304
2023-04-30,0.07467934414936761,-0.028943938973945427,-0.03962548190800197,-0.03717549705437784
2023-05-31,-0.021313171441643797,-0.04450798286725921,-0.03222897908763456,-0.032198878114553575
2023-06-30,0.009483203600341605,0.023222313073768763,0.028186916444575605,-0.0014276376290764947
2023-07-31,0.06644839431429639,0.02234215204390555,0.002838596742081645,0.015194619711756063
2023-08-31,-0.04375164915377894,-0.08886318611650879,-0.055904864239742946,-0.05867358907081455
2023-09-30,0.02271972117026677,-0.0087761927728075,-0.018027330697945265,-0.01667317670508206
2023-10-31,-0.032698093873540945,-0.014277586884751003,-0.0373185143794289,-0.013812488166057402
2023-11-30,0.004525436291637153,-0.0023395238261642026,0.017501718495223972,0.01621193587930181
2023-12-31,-0.0077984531207175856,-0.027521856694259994,-0.021481957340918845,-0.025972652610972702
2024-01-31,0.05489608390444278,-0.11989902393325169,-0.13257640018510553,-0.18947213900785176
2024-02-29,0.051695457915761134,0.09372690184595722,0.10882454456586466,0.1309946009344578
2024-03-31,0.003128448976536191,0.00787973494174099,-0.01957333400218042,0.008730628553663022
2024-04-30,0.030957023234901904,0.01023515684124865,0.002711111061342697,0.005067929628658874
2024-05-31,0.014608935936821332,-0.013269708443170547,-0.021004630656834444,-0.024165100258635275
2024-06-30,0.005033063826509254,-0.06344652857010169,-0.062139089615946164,-0.0541044632233193
2024-07-31,0.007397716766774476,-0.0010346588744781782,0.005868396752349625,-0.017237778191365627
2024-08-31,-0.0071608266782591246,-0.05898566519579507,-0.055951455390755966,-0.05762203012036182
2024-09-30,0.11775804620507224,0.2152886738327071,0.21839689543403296,0.20782686025684272
2024-10-31,-0.04193819696115464,0.03773269307056504,-0.0006263401472788033,0.01862120300696124
2024-11-30,0.0077151787587572684,0.01601049182555836,0.015606302769058056,-0.03849860146068884
2024-12-31,0.06266365171917676,-0.03234844357311173,-0.05645980236937931,-0.04450583908200678
2025-01-31,-0.024590904767964883,-0.03401587030154718,-0.010712671232887105,-0.015472203700103493
2025-02-28,-0.013914022892903555,0.0348421259456515,0.08321404469312643,0.054811814945000537
2025-03-31,0.02198397248321693,-0.0059211724992696,-0.000651047773773672,-0.03307048034390403
2025-04-30,-0.0024777448191762863,-0.03469404938084297,-0.03221809493589911,-0.028401600839822017
2025-05-31,0.03386434224020696,0.017097628839810808,0.030340567369713245,0.016950419804335315
2025-06-30,0.03948719469473749,0.04791545502423311,0.041607346298571546,0.0591172526378414
