,Small,Big,Growth,Value,Robust,Weak,Conservative,Aggressive
1995-01-31,-0.1275748834839648,-0.1290205896853622,-0.1465340523368602,-0.0866456543254027,-0.11136304568880862,-0.11216540945778697,-0.14502691501391285,-0.10869943317344621
1995-02-28,-0.0128692612199322,-0.0248393586443139,-0.040353533725268,-0.0036168041396502,-0.03602518810911681,0.012034754370346068,-0.03725574606802562,-0.019617629573507545
1995-03-31,0.146748260780952,0.1792009319779945,0.286616296955422,0.0643482836231734,0.19478163887736755,0.11153530864017314,0.1609238330239784,0.14147498090923571
1995-04-30,-0.1091505885144997,-0.0993657727439316,-0.0988904054287119,-0.0460645340891968,-0.11693738876385218,-0.10913603399958083,-0.10264864193166112,-0.101669142934104
1995-05-31,0.2312049057257088,0.1763160045686402,0.2182698238561844,0.1051062727578149,0.08082013969016355,0.16458874443150262,0.13791852563427942,0.2375257668946369
1995-06-30,-0.0296075974302536,-0.0937955263991566,-0.1198849549732392,-0.0342823906562249,-0.07765603109005959,-0.0856558877015422,-0.07739743042713909,-0.12474397203906451
1995-07-31,0.0766669799161487,0.072628254894274,0.0523944281503208,0.1420132262645597,0.02271501994339742,0.10493532513044879,0.10687196253717168,0.061759000576867784
1995-08-31,0.0198536637109802,0.0478538194007527,-0.0520339597908721,0.079319516332891,0.08405311205591581,0.11059754957733858,0.06917394763453655,0.009060458661467985
1995-09-30,-0.0092815095516377,0.0066456005413997,-0.0475446073302339,0.0172263220107846,-0.01274887385647372,-0.011301402947043071,0.030910651344050244,-0.02598985980300139
1995-10-31,0.0092924593038501,-0.00398608292988,-0.0315121467175943,-0.0049347509750879,-0.03942775799675713,-0.020595128732430523,0.06982182558217054,-0.030335586778682977
1995-11-30,-0.0549863767052378,-0.1003442032158331,-0.0761203779081663,-0.0464057149950184,-0.08112709335767998,-0.060761420910577235,-0.12616294654806937,-0.07099086318245607
1995-12-31,-0.1068046393107199,-0.117036004259422,-0.1189654376492039,-0.0898765038986203,-0.11077536249240638,-0.11985808675014131,-0.13184536499389699,-0.11645637491857419
1996-01-31,-0.0319708953134862,-0.0326955788782968,-0.0790858604132959,-0.0280338027802431,-0.023741655001991768,-0.06080403855606775,-0.014172429536796982,-0.061793960491949185
1996-02-29,0.0170431275803082,0.0280581862117768,0.0339561119156788,0.0282041996747763,0.04020659840696239,0.04253596005061966,-0.005055891709249805,0.0427782917905577
1996-03-31,-0.012212751143396,0.0058146166061203,0.00075783324995,-0.0114194054049588,0.004287796626410101,0.008779024792277657,-0.0035968410411654217,0.009782901055452209
1996-04-30,0.4306480683222318,0.2426926642356319,0.2254448064612693,0.4549999363147925,0.4576488084745536,0.2655442705574673,0.21808062913055815,0.2740111611453193
1996-05-31,-0.0722292196063645,0.0149725225262022,-0.079687942900525,0.0378982718255489,0.08701994847824257,-0.13352327284899523,-0.05692031523279972,-0.0251723862888672
1996-06-30,0.1142226167004947,0.365502348102122,0.2536579364156566,0.1494036956430393,0.4112700532969036,0.11313680163531248,0.22866116653570456,0.36026927164232325
1996-07-31,0.2575181745190482,0.0365787569921325,0.0401933350616008,0.4346057462322403,0.0724590435448218,0.12759367134729982,0.050016932267663794,0.08068925259100168
1996-08-31,-0.0681068095792448,-0.0037739600782348,0.0112150723817181,0.0464212178785075,0.014863303295200359,0.012849875623811347,-0.07213352979524412,-0.011446720118451603
1996-09-30,0.0443938674356421,0.0794563607741314,0.0672954577326661,0.0703579440807145,0.054684228585693884,0.12166253476852273,0.002698732328788589,0.06826319055731389
1996-10-31,0.3699599568718186,0.1715360166909456,0.0512242564462628,0.3409043376492107,0.23873272951453806,0.5669107929729948,0.562872817777146,0.012728802644260018
1996-11-30,0.0976024228642959,0.0264843565529353,0.0423538905798943,0.0670126314982784,-0.007011613805909533,0.06591833593970131,0.06714242602859732,0.03229897149166594
1996-12-31,-0.1785520911315636,-0.1481881253849269,-0.1357465001169836,-0.1642994587795156,-0.09928288894494885,-0.27260397780414447,-0.30859451407143057,-0.08340393390365386
1997-01-31,0.0952026424891114,0.0514849827942449,0.0590595408141814,0.0818816227333685,0.032814066754713433,0.13289422372726967,0.11515378788703856,0.1067694637823533
1997-02-28,0.1574647692735404,0.0452600362106947,0.0402247388954706,0.1392371219350197,0.02091198780064163,0.09707048233623317,0.11586669033819108,0.06885749655918416
1997-03-31,0.2559700961404463,0.1754001250687693,0.2232811292300236,0.11463140433646,0.20900435259203953,0.13306119173282216,0.15658863267354128,0.2597130191268229
1997-04-30,0.0981695619303806,0.1400159553588886,0.2535243124733946,0.0244827735995518,0.17530134991061908,-0.020817234092483372,0.03240806895874049,0.23578724283216612
1997-05-31,-0.086135009673377,-0.0371040515156655,-0.0166963490553853,-0.0630712935055819,0.01060943870968245,-0.07612967407495463,-0.0529964306637738,0.002142882364074339
1997-06-30,-0.0386763310241523,-0.0010054413059895,0.0593001354936217,-0.1137737687329274,0.055323211877890355,-0.03765302974706175,-0.06616670120459534,0.04484144923349587
1997-07-31,0.0028297316622034,-0.0897389196364014,-0.1116606014631999,0.0072766226341767,-0.10192881720814784,-0.03947366090682347,-0.0399568546846657,-0.07248988495688191
1997-08-31,0.091611015549696,-0.009064907433645,-0.0970587627383623,0.1454417949769921,-0.09791264034028402,0.12904139973401318,0.18218227205352888,-0.05687392245721268
1997-09-30,-0.0640507598488221,-0.0987870634103404,-0.0832395494537308,-0.1182178569086338,-0.07667733157621603,-0.11656807760128307,-0.12907435997810401,-0.12070553765707492
1997-10-31,0.1020960064832148,0.1243073761292659,0.1579652094228092,0.0542149269728275,0.14901922945780988,0.08542939119596782,0.07213182565362697,0.12183972590201342
1997-11-30,0.0024986035129757,-0.0395430536673375,-0.0458465300523889,-0.0579941572659791,-0.05388014882303682,-0.047280602995359744,-0.05363631911108335,-0.03643985193655552
1997-12-31,0.0953901335582649,0.0039070251101118,0.0639249899635028,-0.0088441708357345,0.05525240804626996,0.06889708215338186,0.005619265844499788,0.08066558226440534
1998-01-31,0.0739442533486196,0.0094835004220446,0.0424459330621915,0.0045858665946705,0.02180230792409299,-0.0011628873544615725,0.04423416967891969,0.02895352924213923
1998-02-28,0.0354785314072858,-0.0417254976868533,-0.0645920879008726,0.0356794185401836,-0.05936003269997159,0.0001012527367969529,0.02535114100950464,-0.036434677911057256
1998-03-31,0.1093046750591724,0.0145064981506446,0.0297182367213564,0.0190155050753582,0.01466684016998232,0.07311817593437087,0.107205268047456,0.029004655721691197
1998-04-30,0.1468790526550685,0.0428674412525822,0.0870503936091382,0.0659465739214371,0.05551806532965786,0.11174914700556404,0.0685976250536886,0.05692794452784766
1998-05-31,0.1641025104465441,0.0086447994846292,-0.0111569467542004,0.0611053446230753,-0.021306334357608314,0.16183612067362296,0.1746368153336666,0.016465482081269966
1998-06-30,-0.0611299860217935,-0.0859622954670457,-0.0769170054797793,-0.0852071700045602,-0.08151432666100245,-0.09678306804306047,-0.1034592518802554,-0.036486329539247686
1998-07-31,0.0414347303942295,-0.0225327914117613,-0.0216956948279863,0.0123844277706997,-0.03190475370869206,-0.00715561988346991,-0.01633249984980012,-0.017134149170857982
1998-08-31,-0.0846210437824476,-0.1481227929699163,-0.0907018576328543,-0.160773041021176,-0.10837035669782036,-0.08816740258851075,-0.09509874024311282,-0.1342880566038137
1998-09-30,0.2038737309290412,0.0504361885971009,0.063392726412544,0.1189606909724891,0.020900782499122528,0.12938247939606118,0.123232946790373,0.04264096501189485
1998-10-31,0.0406045915131039,-0.0468242265122444,0.0069311371531219,-0.0631558589558127,-0.006771009646453385,-0.03713733005434572,-0.03174717287429485,-0.012759704358226154
1998-11-30,-0.0012162654143555,0.020977171327662,0.0183528260736605,0.0111555276924772,0.03717853915751346,-0.015399484010641062,-0.011487402478326358,0.029276775594459847
1998-12-31,-0.0984328132362671,-0.0674643186373787,-0.0840583719619967,-0.0505234687326408,-0.07392187370117598,-0.10924234592247428,-0.10963990111831501,-0.07516572351699513
1999-01-31,0.0133254224896961,-0.0155202678700815,-0.0061823469853641,-0.0091035935001945,-0.00765183533826197,-0.03757286794306791,-0.04919451229823246,-0.010867596745457564
1999-02-28,-0.0308401976878508,-0.04138224557716,-0.0176399626215533,-0.0443879768432944,-0.03940789716368398,-0.03741968818906871,-0.04812678465876474,-0.03855771773063643
1999-03-31,0.1710527944511592,0.0422865016750328,0.0147329477491942,0.0968100813516401,0.013876920963491024,0.16216236345995338,0.1609115760807609,0.04974725510631872
1999-04-30,-0.0512299853265757,-0.0252724550205309,-0.0351931192440784,0.006286408339178,-0.044053807813271284,-0.042730476421928065,-0.05686067278514728,-0.015240884946602584
1999-05-31,0.0698363643768094,0.1748458407319344,0.1599705023041702,0.0593195888027702,0.18697111378827436,0.08842695411158052,0.08297969638973157,0.11458936226309913
1999-06-30,0.3384473618116801,0.3359099750686887,0.4034223548603264,0.3656802508790546,0.3971854209176111,0.3035968744377393,0.31093022874626564,0.4095992109374662
1999-07-31,-0.0479730542674415,-0.0838169515420836,-0.0983224073983164,-0.0900201831694278,-0.08306963138441525,-0.052465638656544744,-0.04237131865717658,-0.0644599280432887
1999-08-31,0.0874625995967905,-0.0043777308977001,-0.0458516502219008,0.0399634259858874,-0.05020989836827083,0.08337220423695757,0.05558423425512338,-0.015519947893555486
1999-09-30,-0.0054882533369239,-0.044147330702687,-0.0279690740008551,-0.0272828036184984,-0.02398312172476158,-0.05162712968763761,-0.04843076839048166,-0.02332611776011595
1999-10-31,-0.0167612024489903,-0.0544268034804917,-0.0665993664264511,-0.054333920940906,-0.049834395095511574,-0.03686735990601353,-0.051661466378595366,-0.047387605958339685
1999-11-30,-0.0074861900084214,-0.0646374760040638,-0.0608333558499381,-0.0636050236242528,-0.05997346028920458,-0.03404495690432807,0.0033856475987812384,-0.044360370099261415
1999-12-31,-0.0804803003494626,-0.042315675470935,0.0108461514594933,-0.0698550308742602,-0.013625446393786711,-0.0952038506119327,-0.09392508638661279,-0.032798239917575134
2000-01-31,0.1124244818801916,0.1283428104117363,0.2882013453780485,0.0525179563711319,0.1976957741038714,0.057581724598057216,0.06366566639785876,0.16005699362579362
2000-02-29,0.1684280749805218,0.1138665942954031,0.1591764422141375,0.1064960701458399,0.11832958456244991,0.1554049463288001,0.16304311411571382,0.08738086864938222
2000-03-31,0.1727318519868435,0.0088719150151992,-0.0089928442242795,0.1307626005372448,-0.014546601273666582,0.14799056803832467,0.13573731137664136,0.04038423394791679
2000-04-30,0.0127167523282336,0.0344105470501487,-0.0334612379170782,0.0710014974881947,0.02424723355561409,0.10968375340950898,0.08691568690650442,0.03966247738097528
2000-05-31,0.0765845862827896,0.0030053704828323,-0.0107620889181435,0.0606038690004053,0.02956253734572467,0.020518794165810705,0.00912877237664067,0.039288624580640974
2000-06-30,0.0099568523855224,0.028297233340667,-0.0057816377696735,0.042074996178508,0.03919860019169574,-0.01434957140659665,0.030714176098987522,0.023522688314677298
2000-07-31,0.067711732712375,0.0475140389612109,0.0187929234813952,0.1025310611262555,0.004868984191800152,0.06879808019559497,0.08001715927410635,0.029176330183477983
2000-08-31,0.0501592463928695,-0.0284648748392634,0.0056343621487178,-0.0376397941662639,-0.021265679832304984,0.04532027314876652,0.013440751744672408,-0.019264420020376205
2000-09-30,-0.0010842920195145,-0.062303509520518,-0.0311357070392873,-0.0725697989452091,-0.056987302965830655,-0.03492118620860707,-0.04926171511561217,-0.034373847677463654
2000-10-31,0.0694548766218994,0.0074009615945631,-0.0208361690699415,0.0260482341389429,-0.005995618976362027,0.03803842722227646,0.03764251345416558,0.0072238233447154965
2000-11-30,0.0774699140157104,0.0551415814507052,0.039862245822662,0.0651019247891513,0.07248605502380845,0.060479570371275715,0.06425253153317567,0.061133551454829016
2000-12-31,0.0049724099118642,-0.0337490443000735,-0.021164357685749,-0.0158322966356635,-0.012988809671570789,-0.012928727458027534,-0.009420036385362485,-0.009132832478348285
2001-01-31,-0.0244158033910585,-0.0082850955899569,-0.0518989659932809,0.037555001855672,-0.03063278036541006,-0.027327703480166554,-0.015360400982379896,-0.018448891592982908
2001-02-28,-0.082028672229493,-0.051992587006003,-0.0715586209687499,-0.035977531172314,-0.04482580560628446,-0.09078900794260425,-0.07949874286545211,-0.06292411799513353
2001-03-31,0.1115220650365991,0.0585051357385699,0.0485418505354571,0.0631292466670292,0.054113940538361716,0.08280970825287692,0.09061041029251737,0.07369205425176006
2001-04-30,0.0343267632498984,-0.0197139015789125,0.0250720300478204,-0.0319666360046235,-0.018566499264878633,0.01632569462912503,0.009584861433612257,-0.014126080539599295
2001-05-31,0.1059671251435343,0.008959186171604,0.0575870423241653,0.0082166585222225,0.011325190030479826,0.056295869291020484,0.05619141278398243,0.01986476869949283
2001-06-30,0.008582121988226,-0.0032036203601433,-0.0395085674038365,0.0279890160027749,-0.012316468052559482,-0.005185663785133077,0.006060261085138352,-0.0029871677604965674
2001-07-31,-0.1350535945055875,-0.1319028557385866,-0.1174872925480595,-0.1350144156605122,-0.1348312342583048,-0.12793375388182937,-0.1245336123973877,-0.1290654668513037
2001-08-31,-0.0040542951478924,-0.04808837651924,-0.0262759116588282,-0.0550354918063632,-0.024902938489137494,-0.016556460402958995,-0.024648042867288722,-0.03562549027600326
2001-09-30,-0.0730361996346864,-0.0303148696552579,-0.0571283887520569,-0.0223595596002448,-0.028132431490198617,-0.08749769734928259,-0.07694099155969714,-0.03026753826219164
2001-10-31,-0.0679047033579571,-0.0228499538350198,-0.0524113957431253,-0.0207612389118017,-0.04162908457203596,-0.03441737041137516,-0.02668926637334046,-0.05839516867371508
2001-11-30,0.0766803504527713,0.0263375556085001,0.0041854841460904,0.0383172923150694,0.014029057090934716,0.04896700966584344,0.0433121227018356,0.044220094253987874
2001-12-31,-0.0770770264817035,-0.0547229619953613,-0.0581482566578851,-0.0538834251438239,-0.03004597088579819,-0.10848287839632609,-0.10543859844634951,-0.051922879602732674
2002-01-31,-0.1509155621619375,-0.0676842722246828,-0.0884353254854815,-0.0887937013811579,-0.07516509333071975,-0.1401818533573791,-0.11557715180114903,-0.08369502506616822
2002-02-28,0.0504912008086069,0.010759051947879,-0.004536613315944,0.0326929323041871,0.01618643844053369,0.04667275154092998,0.03660649947036365,0.023388598051223175
2002-03-31,0.1009080521438665,0.041613965398271,0.0483107207904616,0.0461707074622634,0.05118820194031959,0.09746862867998973,0.08272852792276097,0.058140037280160595
2002-04-30,0.0740566045448825,0.0411227692811073,0.0282408834111338,0.052965901564375,0.018098798565270746,0.0777473283773642,0.07294191982952158,0.028384441431479335
2002-05-31,-0.0754612839846333,-0.0801354891524038,-0.0553682426640864,-0.0785423993358317,-0.08420829910289096,-0.07779229763095452,-0.12446091238750212,-0.09642006246348356
2002-06-30,0.1033741835258512,0.16197460800352,0.0572961503528681,0.1911655021286207,0.15043624219793106,0.12095254783881892,0.14380014117805562,0.08012301277098066
2002-07-31,-0.0277071596173581,-0.0379708259438839,-0.0123043313347871,-0.056257969620967,-0.024584272705116206,-0.043540795411053934,-0.04101548823596546,0.03178902747692858
2002-08-31,0.0210842656649627,0.0061487732705975,0.006636225693527,0.0114671745319487,0.0032723963052831984,-0.00111336840366405,0.007083842192093792,0.006323569704946852
2002-09-30,-0.0542358882447556,-0.0474876712943413,-0.030274294602679,-0.0582646012891737,-0.04366692332992539,-0.06361541480478017,-0.06856169927270139,-0.046235763104844896
2002-10-31,-0.0655255211755134,-0.0422000462457932,-0.0381623405542528,-0.042389416819812,-0.057217545568619355,-0.05661272420611163,-0.05430772604595735,-0.047331905041580136
2002-11-30,-0.0877338754764734,-0.0309023867993654,-0.0565211623188127,-0.0318097175883139,-0.037383518530192505,-0.08346644732159214,-0.08271791365128167,-0.06001097253790788
2002-12-31,-0.0410960191322886,-0.0496636161389313,-0.0374688709282516,-0.0638858758364901,-0.0305017235886601,-0.03916225712758448,-0.054787876509995725,-0.04694961123336294
2003-01-31,0.1321683840087062,0.1003437411816126,0.0442922891006063,0.1411871852999835,0.06962576335311033,0.10038915977772311,0.07137138313610492,0.11534036821438254
2003-02-28,0.0176539214337867,0.0044242947997921,0.0100950512433526,0.0073095730994598,0.005014511635500485,0.01773081269289145,-0.021745110226846442,0.028698622236078997
2003-03-31,-0.0430468536909951,0.0212194715775702,-0.014142577272033,-0.0112888197209123,0.04057145295450715,-0.024012043419450846,0.04313337095805969,0.01655209138919389
2003-04-30,-0.0892949606206816,0.0487700353307909,-0.0372163693681051,0.0080666965833979,0.07454700897121347,-0.050482751341411336,-0.01698905770708692,0.009880724063294766
2003-05-31,0.0297924004393017,0.0411225125448913,0.0223382743420246,0.0516209039990289,0.03538967995765718,0.047663730225631085,0.04282559280440967,0.05680627589600595
2003-06-30,-0.0609023714792497,-0.0509216661862462,-0.0758470729126602,-0.0608552733737808,-0.04347539658095523,-0.07049960424897483,-0.07205666959274837,-0.0691852539370672
2003-07-31,-0.0540327646039562,0.0157510471572452,-0.0151807583061883,-0.0058973674188997,0.01730695887119471,-0.04254912895951568,-0.05699225822671272,-0.002838590464136148
2003-08-31,-0.0031901561851956,-0.0465465295114306,-0.0245022020811062,-0.0325720678666345,-0.04610254161917782,-0.014317055083489572,-0.020333705302114202,-0.04018933590399987
2003-09-30,-0.0586060486471753,-0.0410250287026789,-0.0476237073471754,-0.0347049406180333,-0.039473875499799305,-0.0415677882485429,-0.04450718883584337,-0.04974896058942835
2003-10-31,-0.1070132561045402,0.0267700262078329,-0.0647085814749088,-0.015831428619355,0.05069127043229127,-0.09364116652467291,-0.07919378519024156,-0.0070993910851056
2003-11-30,0.017196708603957,0.0374615913416274,-0.0330109228969569,0.0546829347000361,0.031974017801319254,0.014515262003077067,0.028352971588967213,0.017182294684676247
2003-12-31,-0.0583844557229927,0.124905955592397,-0.0149583503518313,-0.0131285844254651,0.13327421608527645,-0.035083266037252314,-0.03285234905270207,0.05794176512058913
2004-01-31,0.1188310501026472,0.0411568412620138,0.0393698491382343,0.093473397953703,0.04487850607684862,0.07798018080470359,0.07307966777233466,0.07627681853260682
2004-02-29,0.1254960259333872,0.0369810784621722,0.0415286602704847,0.102858272079563,0.026967555601713933,0.105245016045032,0.10219970917402388,0.05508709461804817
2004-03-31,0.059239562603204,0.044462420916264,0.0125895130806175,0.0352887874244471,0.05026604826556769,0.03950948845352653,0.04292012237994225,0.02965827682705724
2004-04-30,-0.121722433641821,-0.0913562601260407,-0.1625003173660977,-0.092455274666229,-0.08066375942317106,-0.12266901335804259,-0.1083964967685268,-0.10321843202189673
2004-05-31,0.0095567770292896,-0.0250096879277135,-0.0228868562826357,-0.0237497505481607,-0.031911426398463894,-0.005740929726470778,-0.007042493366642866,-0.038046678418306334
2004-06-30,-0.1290261465364621,-0.078075824812496,-0.1208365411629266,-0.0892785991272185,-0.059443692842467866,-0.14834903868766125,-0.14116404643159186,-0.0764588829642513
2004-07-31,-0.052207447258209,-0.0097706511025711,-0.0087513849559421,-0.0234524180987091,-0.011897781997569301,-0.016224175535795804,-0.004538135463545312,0.008148817522078522
2004-08-31,-0.0465217546214403,-0.0173273472614176,-0.0745081117035724,-0.0275749402558074,-0.008603804714593322,-0.03845931392661772,-0.047307012788566416,-0.030860254104697393
2004-09-30,0.0346585353063084,0.0455099521158015,0.0527968805071161,0.0352263369445395,0.05461271664229139,0.034462227026971215,0.0244049464227738,0.08490007318296455
2004-10-31,-0.0901944907984207,-0.0609382223765427,-0.0043481539008658,-0.0826953541475778,-0.0640555601825682,-0.0879359511279697,-0.08960664954346209,-0.0629242604357938
2004-11-30,0.0868797927730997,-0.002539249995992,-0.0045831662966299,0.0402401708220581,-0.003251653524782405,0.06659879286563553,0.08175306071055033,0.002477695113222822
2004-12-31,-0.0918715910535593,-0.0384925378300434,-0.0615989511046309,-0.0741522671514169,-0.028189944063566674,-0.10723530055826935,-0.09646697164793516,-0.04382108431059417
2005-01-31,-0.0473713533801353,-0.0472348358866994,-0.0311007776539635,-0.0474002891470251,-0.046058230834461145,-0.05795172202747956,-0.05776153261976802,-0.033303080935775164
