,SmallGrowth,SmallNeutral,SmallValue,BigGrowth,BigNeutral,BigValue
1995-01-31,-0.15547681431391736,-0.13332548276170775,-0.14783821932306263,-0.12805772044132435,-0.14422268158170348,-0.11177223181642515
1995-02-28,-0.045599032891961544,-0.0400433979485989,0.0008538315560744358,-0.023067905934478383,-0.025490727078633868,-0.007811231389840634
1995-03-31,0.18572130202249615,0.14864506906639896,0.1613072400092317,0.2160749770209367,0.15836585986313634,0.07678516245925637
1995-04-30,-0.07504434185774023,-0.11820204565983783,-0.10670812250475259,-0.11034928947500011,-0.11530745697098554,-0.10759210012261655
1995-05-31,0.2352271285942109,0.20659801185930915,0.1642980520342816,0.21399650151144223,0.18042595208302914,0.09089447156704344
1995-06-30,-0.09549602426374981,-0.0819082744669426,-0.048384127540818556,-0.12127852165897601,-0.09760316363497656,-0.030647599760532773
1995-07-31,0.04705992129338754,0.055172052982190856,0.10706327135559701,0.04840259263868263,0.08029159642463202,0.12055860569503496
1995-08-31,-0.03663925523793887,0.02083050791532637,0.09984895721590226,-0.027554841240835626,0.09822251974165908,0.16531158566099946
1995-09-30,-0.06550546565631354,-0.006901382268023837,0.02793874002922303,-0.054892923823014916,0.029256998179959304,0.0586924030907956
1995-10-31,-0.009123652406969218,0.015402862943478368,0.047062721017058884,-0.031599904906537524,0.00051121715565694,0.037489458974006906
1995-11-30,-0.026002055451843753,-0.05358349731194123,-0.11359977335786575,-0.03200769616569521,-0.10421406320800752,-0.13188872824603115
1995-12-31,-0.13657630473268523,-0.09008226775317318,-0.11968257328280518,-0.12728507210227336,-0.10904679440951304,-0.11647093217794657
1996-01-31,-0.08218671668729527,-0.05032286545231934,0.0022556469847740956,-0.08530709323549868,-0.032316504340706986,0.016725861008492382
1996-02-29,0.051448825736410075,0.018549562764271332,-0.002873715903980223,0.051265349206604194,0.01620383793586222,0.02820094225413783
1996-03-31,0.006349068645822742,-0.008647986047574996,0.00787759223885498,-0.0026701921546827823,-0.002135330297189597,0.014902181225617817
1996-04-30,0.26096105386903723,0.34916382129772394,0.3012417117925894,0.23386558583768724,0.37069394883105344,0.26311457347883116
1996-05-31,-0.09031046483126248,-0.07297556542643235,-0.08303345107472615,-0.06988770089399643,-0.020198040743642065,0.06061837407880932
1996-06-30,0.0496708634711307,0.16299108577580834,0.15247114962739827,0.2842617415671618,0.3142826891130479,0.2389332484163078
1996-07-31,0.04945120774338441,0.1782125382565103,0.4346419659654417,0.025039626391896608,0.1328889643264548,0.14099598266779423
1996-08-31,-0.044196691713053404,-0.020994842577580664,0.004280430895502674,2.5727208659231948e-05,-0.024299264255936204,0.023527509909889055
1996-09-30,0.016109481245711876,0.03292628817164989,0.04822114289848867,0.0848653924627294,0.06499458002903702,0.03720060273956394
1996-10-31,0.20244244752544627,0.3216658369734895,0.46615133126093355,0.088677405611572,0.0994115055510667,0.3872242863885538
1996-11-30,0.06641306911615708,0.11926076255324869,0.15874107594091424,0.03779783049547758,0.05392360700104182,0.06440173105419933
1996-12-31,-0.20230069961529928,-0.20997981392873422,-0.2877763367459436,-0.14992594267447013,-0.12924114875996706,-0.20334852370052958
1997-01-31,0.11301908074390288,0.10736257102181401,0.1418826919203544,0.01719026303050697,0.09286525907077703,0.07994220215864822
1997-02-28,0.11697057352593943,0.08482443601542,0.05855551424821903,0.0784816836838349,0.07797250874043771,0.04258087784803766
1997-03-31,0.25153578697510137,0.21601484632054402,0.18714594012771402,0.17052813673658207,0.2491519540403313,0.12557759310714167
1997-04-30,0.10649587422436602,0.08513259093228287,0.0509996720183985,0.13087984899995941,0.2085946060499262,0.014904817783776059
1997-05-31,-0.1132507912330768,-0.1394716457945775,-0.10825292308516365,-0.054290730206413285,-0.06495688081182671,-0.08932077501246671
1997-06-30,0.004530030229232818,-0.02430096673510751,-0.025189134857523277,0.034879504332451905,0.0011313826958432305,-0.07478550468280543
1997-07-31,-0.039964577921142275,-0.04595844505423474,-0.0419831488543605,-0.09917224457137896,-0.06664914058810967,-0.03610388703260947
1997-08-31,0.009420869320136305,0.04592092062846631,0.09727715146981364,-0.052036275098431894,0.01663727643272983,0.10131989094191218
1997-09-30,-0.08682455704022629,-0.10831981887409392,-0.12935021711132733,-0.09600915827771472,-0.12807773288331048,-0.13270829662943417
1997-10-31,0.07501299740274603,0.09665554652996744,0.08593197910263228,0.1643209895716098,0.11736307950054203,0.06047452950427523
1997-11-30,-0.031698557848687914,-0.03640138510496305,-0.04549332866888689,-0.03839867223761284,-0.051303973758432764,-0.06494032616245105
1997-12-31,0.10086822923993588,0.057124771268202146,0.06877553146204418,0.005162448922452656,0.03419535065228785,-0.042573610100604786
1998-01-31,0.05148586214983819,0.03276620779976547,0.05313079774592322,0.0019327137364384406,0.023071538051132157,0.012526397138702183
1998-02-28,-0.0021100641991058655,0.03558797339754616,0.02679988005146705,-0.026922041073351277,-0.028566048028394908,0.0238087899802224
1998-03-31,0.03843649168453611,0.09510771606323765,0.05963462090833627,0.0016467839936138429,0.03133534499953283,0.021578542531330402
1998-04-30,0.10018729105258561,0.12544633673820527,0.14161920203604628,0.043566161858358265,0.05575802553916809,0.08458693760627134
1998-05-31,0.05971915557162655,0.1613011705180929,0.14675604905449768,0.006720433077863852,0.09057819591077498,0.06112960947503909
1998-06-30,-0.030740733045877433,-0.07267280230796302,-0.07669474187088243,-0.06982547439178766,-0.06262593323006749,-0.0751347234260531
1998-07-31,-0.011070004113389986,-0.0033062203871612184,0.0296929767053975,-0.03362312260800193,-0.012315193463763863,-0.013655314212314473
1998-08-31,-0.10545279502593774,-0.10887091286193173,-0.08116225742580563,-0.13905234533154032,-0.1360395736498391,-0.12840931188188498
1998-09-30,0.1368571607414384,0.15814047024486855,0.12100563033858291,0.044472797597483904,0.07670739506049595,0.09516788299796786
1998-10-31,0.04352077028839063,0.032156503656570745,-0.01946845776744366,-0.01857622981479612,-0.03186421584423138,-0.06384941164633628
1998-11-30,-0.004564397187150515,-0.013083616867391124,0.006082524750417928,0.03215196904948914,0.02134524881033384,0.008263736770819596
1998-12-31,-0.10177807060578059,-0.11029438321888863,-0.12600432680694706,-0.06998199542677974,-0.10049944122806387,-0.0767088188675813
1999-01-31,-0.007399939175999015,0.007113994443262772,0.013491790286722427,-0.015117605392218403,-0.01836302754200947,-0.018204236691382936
1999-02-28,-0.046135580979472346,-0.033163638268375206,-0.038943943750010424,-0.04664189793393436,-0.04488283280965166,-0.04932806704699788
1999-03-31,0.09489184451272092,0.12316345030931952,0.14468136438150658,0.024209788370882945,0.084732275576477,0.09436334426887893
1999-04-30,-0.02780836297865097,-0.05744955393894491,-0.019776437128833035,-0.052923698218996895,-0.030922060795441797,-0.0046379426611942165
1999-05-31,0.12141036894708557,0.06963461473476262,0.05087420694559408,0.19319198172300767,0.14485964869286505,0.09308158311831494
1999-06-30,0.33471624086510876,0.3002568120124045,0.33930864042700826,0.39526932325802444,0.2802559581859403,0.3413950677403461
1999-07-31,-0.0702150323816284,-0.05366956180979343,-0.04929700599520892,-0.0727313907080881,-0.05019170680739893,-0.07465283724850924
1999-08-31,0.03435938301271024,0.06536023659559476,0.03665814940616796,-0.03173899189876128,0.0215534338557124,0.02251287241667499
1999-09-30,-0.015069204200687913,-0.02991579595042837,-0.0303200842325696,-0.024060552264126178,-0.04679299665454073,-0.03609351263709559
1999-10-31,-0.038300152488862094,-0.026592244435076795,-0.04470709349781998,-0.05405210870645116,-0.03741061280147506,-0.05533568726217852
1999-11-30,-0.028242239477947906,-0.025964801671834792,-0.019865785624402665,-0.04400620423004431,-0.04252518737437205,-0.051362681787063824
1999-12-31,-0.03808935987102513,-0.05917560841287517,-0.07864013872224684,-0.021074168009325933,-0.07214680218659764,-0.058804013568350744
2000-01-31,0.20647738570516516,0.1639063066257902,0.13849577165781768,0.17789330920711932,0.11826466330766272,0.10456591258802428
2000-02-29,0.13858989525193133,0.15806038404627976,0.1613322579627572,0.1280261276814123,0.12159991947766469,0.09938989691820321
2000-03-31,0.07427447147984134,0.11497213940535156,0.07570427970872795,0.01097608707502773,0.04378244488098937,0.0776734961934995
2000-04-30,0.00736111071134582,0.018563779875038877,0.009094971163125187,-0.00047440052876623895,0.03136339314057213,0.04864147463390034
2000-05-31,0.04827620800934018,0.044087604349546616,0.06096724730684944,-0.0029362886697898993,0.03859135845817363,0.02566989561025612
2000-06-30,0.0003464649077151716,0.020058779270499816,0.060584797391912026,-0.0033896342437998994,0.030459143868904803,0.04865730225182885
2000-07-31,0.04219008217380793,0.05004233836582683,0.07314303020840729,0.010741670251526392,0.048070140239071746,0.07147620995438753
2000-08-31,0.015895272466633248,0.011375223128807566,0.016386851810363146,-0.012614485267949282,-0.006754032720626912,-0.0269426243477231
2000-09-30,-0.01857281580787773,-0.015864693568052868,-0.05418405297299367,-0.04795002935667525,-0.0714167494417095,-0.06480387266898946
2000-10-31,0.036319692399527925,0.04878418604541279,0.05291543882449834,0.0042542391489945874,0.015382538363823528,0.030749623424781714
2000-11-30,0.06832628384482753,0.07044138992750693,0.05860297088422173,0.05031476954898695,0.06696681641991087,0.05436116473328578
2000-12-31,0.015363561938191328,0.009150769279615112,0.0020715602223781993,-0.014870209969969017,0.0029262229702751164,-0.02712082413334116
2001-01-31,-0.03330390456926868,-0.00621055288177752,0.0020426529874095767,-0.038845143549054884,-0.008271828208838428,0.019301717825334075
2001-02-28,-0.06809905937241467,-0.059552698101508206,-0.053951712175746014,-0.08684535816236483,-0.04916963206668967,-0.040451182091495896
2001-03-31,0.07797571755138133,0.09110669514202852,0.08800381322767503,0.07932275529066035,0.06283593055358794,0.06396623184610717
2001-04-30,0.03511919132853891,0.013340541357607094,-0.013628486236128778,-0.001160983662056636,-0.015063737989769233,-0.025840087465745176
2001-05-31,0.07070103857379695,0.07040673223182026,0.06464991519031349,0.03398867319176979,0.024912911367047874,0.011665513758646995
2001-06-30,0.0009797924578089923,0.008919504489429908,0.013260917634217106,-0.017528264202052557,-0.007828125345345494,0.02047048229278059
2001-07-31,-0.12972567403322643,-0.1301104350335166,-0.14093411287436586,-0.1296620745564352,-0.12479799926178448,-0.1357594679357652
2001-08-31,-0.021707594340388492,-0.0261740037242969,-0.037022798989437056,-0.04093445505321891,-0.037313672549082355,-0.04272182290039628
2001-09-30,-0.06510240911705656,-0.06975808553503571,-0.0673427156796832,-0.05510909047510304,-0.04038095859613533,-0.03779638867742385
2001-10-31,-0.07348328879613142,-0.07252946693039253,-0.04706833460890658,-0.050985107516872685,-0.040364668311386076,-0.024734507514660886
2001-11-30,0.049954168209527694,0.061606114145637214,0.052324683851365794,0.026005606470879128,0.035926711525317234,0.04138497352611181
2001-12-31,-0.08003106669452931,-0.07529743294985658,-0.07089850004828868,-0.07165289132849328,-0.05603726597484826,-0.055235914460784796
2002-01-31,-0.1330488154915167,-0.1295908985149674,-0.13949888070296024,-0.0861305335660768,-0.10001366754938967,-0.09610746620085164
2002-02-28,0.0337756727392724,0.037704965517453726,0.038198338335309945,0.015770085060899275,0.019263601524665885,0.02728843734432629
2002-03-31,0.0935451222462318,0.08997312527945,0.0799177551871526,0.048131143787089714,0.08066683549498999,0.04982853389281883
2002-04-30,0.046527401597664664,0.0643101676016764,0.07041047086287944,0.029911052791071535,0.03753529981841841,0.05231172234424575
2002-05-31,-0.07805814880643713,-0.09189888016190839,-0.08503790566269409,-0.0801008267842982,-0.09141914085916103,-0.08250000056005768
2002-06-30,0.0849391554039578,0.11305251932728821,0.12318143726853359,0.11483021315832453,0.12983296017832435,0.17190019371966536
2002-07-31,-0.03012290762375125,-0.03940053719621017,-0.03713410069626366,-0.01762802389005058,-0.045291851161906815,-0.049385869282716044
2002-08-31,0.01522294217219855,0.0123906677437442,0.004706888202349768,0.010310820307419144,0.0018186899290209002,0.008785855860594882
2002-09-30,-0.05233171899763356,-0.05534367485464731,-0.06297789652234098,-0.04216594233510196,-0.04839927773942598,-0.056952117326853124
2002-10-31,-0.05787986188946492,-0.06364231753891325,-0.05619431153508658,-0.04136079509548418,-0.0505580961853076,-0.04284691719809863
2002-11-30,-0.08652584782029915,-0.08678275831888982,-0.08369064151626726,-0.05542745938546201,-0.05440133239420297,-0.05100549965305401
2002-12-31,-0.03798964774846236,-0.05244679400033525,-0.06249940928966091,-0.049813291038019236,-0.04077513877646066,-0.05353820116925423
2003-01-31,0.0953590863272833,0.09966259548146561,0.09999934453391579,0.07166929786596055,0.07767625955586976,0.1071242072326295
2003-02-28,0.016149916868257952,0.014882546787005735,0.019824261380649633,0.003542874503450699,0.007762498465887502,0.014344446217388729
2003-03-31,-0.03662953814917602,-0.03221634739980417,-0.0219930568656187,-0.002679825715834472,-0.01156634455855965,0.006598692578105858
2003-04-30,-0.07632689094476697,-0.05312407814797948,-0.025088048676822683,-0.01119234363420718,-0.0014491227286012043,0.03714946979029876
2003-05-31,0.02669807352212139,0.030721712686340164,0.045234712091482665,0.03200249162195545,0.04934130382510071,0.04635452957336317
2003-06-30,-0.05870461417248862,-0.06949518838588675,-0.08096808001494915,-0.06655436855632124,-0.06970389742241523,-0.045330298247108325
2003-07-31,-0.035687399938886144,-0.04210738213301213,-0.036351733929051555,-0.023190133321104422,0.003029045569715505,0.008660054707894771
2003-08-31,-0.015875632672758933,-0.02278117894855547,-0.022098075291089314,-0.027640435012092124,-0.04633216951874053,-0.04006033427495703
2003-09-30,-0.05753672845424529,-0.04649769676132687,-0.04064194360418316,-0.05223823227915814,-0.04453719456106797,-0.03810057747408224
2003-10-31,-0.1000129020907331,-0.08202227004420626,-0.06682702135166929,-0.05836561818852193,-0.015989692684022616,0.03771736711610996
2003-11-30,-0.0009433365309108321,0.02035076589633933,0.028087672989582924,0.004635307915680009,0.024575590189413354,0.05523579453225502
2003-12-31,-0.03874039391247386,-0.024361641157751857,-0.014565383878137772,0.0179088280679085,0.05599519883823478,0.12344822719489845
2004-01-31,0.09221244612905255,0.08833883035651335,0.09590636735134161,0.045633864070753205,0.06850372608187838,0.04180104566355247
2004-02-29,0.10118451455478183,0.10058023108227765,0.09331269417745225,0.04454672743867505,0.05983409611532409,0.05887781547584425
2004-03-31,0.04841299910851138,0.05575279265101751,0.04285127561481916,0.006618600946266984,0.042305607416158963,0.061043900784976124
2004-04-30,-0.11502350577581166,-0.09264684466147577,-0.10668794133412063,-0.13546438406254757,-0.07380069625525676,-0.08439464841149646
2004-05-31,-0.003573774096147675,-0.009487826224826468,-0.010769786688999639,-0.02606275183349971,-0.023072846628699906,-0.016050261131014043
2004-06-30,-0.1331552947058806,-0.13305105687771612,-0.12351955601317399,-0.10995522181904127,-0.07835072988059111,-0.11124821334312207
2004-07-31,-0.0406818924653668,-0.034440039336158135,-0.030782145037750896,-0.000526495302944352,-0.0015394492001739035,-0.000848915499733538
2004-08-31,-0.05922406642871303,-0.03974408225407744,-0.039258944830579234,-0.04765562491847741,-0.019238155486347996,-0.032723075815132785
2004-09-30,0.03747338777082154,0.042001805833988604,0.04950449552669789,0.044841967416602735,0.056594267836652,0.04041456069811877
2004-10-31,-0.07091223747207076,-0.0710018031256141,-0.07230637077672308,-0.04977813837624079,-0.05587489731597328,-0.0630646321574172
2004-11-30,0.0613477345302289,0.053862773553885246,0.047893860458788184,0.008083733089702116,0.00404147180161174,0.01819344127738698
2004-12-31,-0.08566265773655901,-0.082522122103734,-0.07828461679778365,-0.07293598971782267,-0.04533712449608751,-0.05823578849027067
2005-01-31,-0.06046576488651689,-0.0768595300202215,-0.07373930470421008,-0.06603545264029975,-0.058798079672848114,-0.042963709062638245
2005-02-28,0.09570175739309983,0.09945591731945491,0.10535256323506381,0.0918742008599398,0.10408318181246701,0.08379795435515502
2005-03-31,-0.1332312858956498,-0.13619617801425166,-0.12823385632320494,-0.09293857532043093,-0.07818018271220228,-0.11275475676225166
2005-04-30,-0.09481524889566462,-0.0918602279716858,-0.05897959164706579,-0.0008916186040700547,-0.01356381878380808,-0.03869862294451476
2005-05-31,-0.017702182091123397,-0.017015576685819878,-0.010422075823978583,-0.1015776237616548,-0.10450363381056149,-0.03457863144399953
2005-06-30,-0.0192795878765748,-0.0023069828608791587,-0.008555502195614295,0.01376236074723769,0.027764903826574816,0.018526034953056048
2005-07-31,-0.09411400123398284,-0.07677362939381527,-0.09166453967754173,0.0005448357818393923,0.03738023652703082,-0.022207121813561326
2005-08-31,0.17829501884752763,0.16759197994906772,0.16376471371623147,0.08723453540045911,0.07811723003778348,0.07125901229573262
2005-09-30,0.02096747833459678,0.03000016808128514,0.00028054251058562407,0.005779785930165371,-0.016927718349248555,-0.001710830234205707
2005-10-31,-0.07284235476610856,-0.054272694898816365,-0.06754310517515794,-0.04888390669835019,-0.05751566149390441,-0.062063636545809264
2005-11-30,0.016852832265566553,0.016710213539574248,0.014810193962240925,-0.01803463329649657,0.016810940268154217,0.0005555040491089791
2005-12-31,0.0055470318023558285,0.019361847905038365,0.011835523461553477,0.05846524284477672,0.08294625334407302,0.05856649710357642
2006-01-31,0.08245480639234093,0.09040626250653405,0.08700399890767874,0.09749268368418162,0.08055202232299608,0.10588928382046459
2006-02-28,0.01772772930681321,0.01783548374181554,0.05167647772757378,0.027940127779459978,0.0522484764573905,0.027708250148043012
2006-03-31,0.010442213730284422,0.015596528116111008,0.01493101736225455,0.020986474316867287,-0.00439545304146205,0.009635859634544275
2006-04-30,0.08994668052863486,0.08003022890430245,0.10590990274918588,0.14011241604634272,0.13042977662217137,0.08268184098918518
2006-05-31,0.292645472956083,0.26844215084231715,0.28616728980040107,0.17072869377113453,0.10472611352506545,0.21767471323145782
2006-06-30,0.0380674308462019,0.07764657359366178,0.07663184109464072,0.04116109544770041,0.008157608307138853,0.02108245041467427
2006-07-31,-0.001929585838933101,-0.02902899631066269,-0.01874407496568553,-0.06599448248680195,-0.061927747239539865,-0.06411036909174406
2006-08-31,0.019674703437716268,0.0325057726592497,0.021786211092065244,0.03495134717235948,0.04273994708363649,0.02313362703385291
2006-09-30,0.07373665441778088,0.057970028321419065,0.04527754751954971,0.062172843582240844,0.07332890386030932,0.02196066076695713
2006-10-31,0.007165706933282001,-0.011578585498373095,0.0098092039609039,0.007860367277598979,0.0884311569184355,0.0725354104148137
2006-11-30,0.00914662384524334,0.00924223345195152,0.011375003098261116,0.15382463309772554,0.16525621107893906,0.1663802013735518
2006-12-31,0.03970145976865247,0.039319434601355896,0.031224554653664915,0.14394206482414496,0.1364826826734502,0.1610642647927556
2007-01-31,0.21809165609013292,0.23807240448898104,0.24087461335730143,0.18511555771743682,0.13461296464343908,0.22822266834731653
2007-02-28,0.17984850183122014,0.2031558574632928,0.26275273117499043,0.04792643244332884,0.05000685897488588,0.12263568620118814
2007-03-31,0.20908151877303238,0.2077218577293125,0.22083994002871576,0.07617012911371557,0.11095092074100243,0.12014746106184537
2007-04-30,0.3432014029690762,0.35353481043163026,0.42331625408959894,0.24469792452058092,0.2663613736140944,0.33042532063867736
2007-05-31,0.04257655443586672,0.06463279162839153,0.08070684206446654,0.18264486790404222,0.08059235336581283,0.08101410074132298
2007-06-30,-0.1784421313814345,-0.17439044470882292,-0.24140101285676907,-0.03185931470041892,-0.09794189095699979,-0.1590424960773743
2007-07-31,0.2533162179077417,0.24939256992982806,0.263855145398632,0.13660406818845972,0.21234859075019497,0.24894362420814975
2007-08-31,0.08302781961209882,0.11151610538680234,0.09741776210570507,0.15839446561670334,0.18094813604155324,0.13628261827595245
2007-09-30,0.031193156815066736,0.04717350539462939,0.04006042811010335,0.06380537562577082,0.10098392565174108,0.10258617850605312
2007-10-31,-0.1102044443793776,-0.09184200034884327,-0.12101152593790987,0.10686500668429622,-0.056259280162230474,-0.10793149875544272
2007-11-30,-0.06657481753218786,-0.06794065065006849,-0.047659543755271705,-0.1649986786081581,-0.15017856949967356,-0.13398586722659234
2007-12-31,0.2021046038534593,0.21906742394844647,0.19252773254023214,0.1292350498870669,0.18110580244729646,0.17916903581880383
2008-01-31,-0.039761032133180274,-0.0707184042420902,-0.054951466691941175,-0.15273340020389847,-0.1082305397200437,-0.10268231133892458
2008-02-29,0.07568526301913137,0.1166483393143487,0.13388142047862783,0.005665101247520621,0.04184303180367843,0.06563398975091195
2008-03-31,-0.17666836844516254,-0.18539803066369076,-0.19040356978406325,-0.19387759898734536,-0.22274088155985194,-0.22021083276896058
2008-04-30,-0.051451631233489725,-0.05201580332332456,-0.05813568562315641,0.024050715533282974,0.030767891277486026,-0.013461459654327768
2008-05-31,-0.013691080438088976,-0.007594511342040922,-0.028791670629770172,-0.10853136129732166,-0.0638383839578962,-0.06804269502418403
2008-06-30,-0.2688328317850506,-0.252076132913266,-0.2671466991299224,-0.20211656031827274,-0.20595686391566004,-0.2120222923233609
2008-07-31,0.10565627111980458,0.11133279403536345,0.09263482790280397,0.022799192752966935,0.035541053116778576,0.0057426879331687886
2008-08-31,-0.2514924113264724,-0.2150448375515429,-0.21967013241097377,-0.13971238528541485,-0.12421202886298699,-0.14263646032523492
2008-09-30,-0.1003156040797466,-0.08634365726302029,-0.06955361469368826,-0.08394114521801577,-0.03933294369092166,0.0033733385821395068
2008-10-31,-0.2568299276592203,-0.2614098059072739,-0.2494528718370801,-0.2805049314474327,-0.23710205977469723,-0.22077760493240284
2008-11-30,0.22688793737671986,0.2289942883598135,0.19143034020413463,0.08978608732390514,0.09230613072539584,0.09715580173598815
2008-12-31,0.07409122527154621,0.07045981119411504,0.03568340290989469,0.02973258408860291,-0.05088689724667628,-0.04049269416694523
2009-01-31,0.17798759977193845,0.1459530852788169,0.16994616635612858,0.09907943847058776,0.10636359768936998,0.07492213695663952
2009-02-28,0.07034387956805022,0.0855159222246431,0.0902292634556836,0.05715515882006139,0.04098022971708959,0.05985463076668829
2009-03-31,0.24192153773582592,0.21360351857482507,0.22143170170075654,0.18277773733938507,0.1360827246076426,0.11242938431980298
2009-04-30,0.050396040296269096,0.07729685067992342,0.09443473967564708,0.04306216331384394,0.05168008226612697,0.020190504477585858
2009-05-31,0.07621439626288873,0.08170092831505982,0.10045088922406609,0.016432133993859788,0.07024313316927122,0.07812424982750055
2009-06-30,0.03679702481790659,0.056160856441938245,0.06012616845266505,0.10343825838686538,0.17308485409528918,0.12769466901752957
2009-07-31,0.13100198380338068,0.13237257128438173,0.15690036563846155,0.13633726519021105,0.13782145666230328,0.26075421618577566
2009-08-31,-0.13827749192726657,-0.14840183533283757,-0.15643214516208237,-0.16511549218697097,-0.22283800614870197,-0.28395633823086064
2009-09-30,0.028789652528169896,0.01866071169547845,0.04146451454309008,0.06181565051731197,0.05178034358264405,0.0370294100441837
2009-10-31,0.12496352341121209,0.12549109185405394,0.12837182200572816,0.0786839091985081,0.07340489833244579,0.105639016347709
2009-11-30,0.1553742437363077,0.16130421286608465,0.15346222614739413,0.08720691230240707,0.040426941473947986,0.1049430257844679
2009-12-31,0.02809149074817463,0.0329335602792995,0.03213382813900356,0.008861376039366098,0.0411432359129833,0.011908321781292086
2010-01-31,-0.009043187524819918,-0.02107838060973999,-0.032376569863529214,-0.07111612907611475,-0.09833480640599979,-0.11280891525057324
2010-02-28,0.06540172880776862,0.07339278048941389,0.07909565466011914,0.022917752878538478,0.011003002157195851,0.0316552476531593
2010-03-31,0.04103215489906731,0.04968257748056182,0.037154392942681636,0.01233357342044461,0.02151777706375113,0.0068056564850873524
