,SmallLowPERF,SmallMiddlePERF,SmallHighPERF,BigLowPERF,BigMiddlePERF,BigHighPERF,SmallLowMGMT,SmallMiddleMGMT,SmallHighMGMT,BigLowMGMT,BigMiddleMGMT,BigHighMGMT
2002-05-31,-0.0999180182477144,-0.08427365636485606,-0.0826230455069712,-0.08544665261745354,-0.0845601304838699,-0.08802787174709215,-0.09733779841306711,-0.08558549649239744,-0.07787509962590522,-0.09100370675561464,-0.08394985862029491,-0.0816534516208689
2002-06-30,0.10161635633488642,0.11060295038552681,0.11921950286605476,0.1202332999213378,0.14974468413794217,0.16978735365620246,0.11780225085057472,0.11086211514887867,0.10951920991224529,0.15996393505309903,0.13738138547078194,0.13491650334172545
2002-07-31,-0.017301013962588763,-0.03181475453033766,-0.0446629247385093,-0.034549547330964936,-0.04252339257546345,-0.046768451439783476,-0.033593322919289625,-0.034354174638992596,-0.030171057242035948,-0.043590364065688614,-0.0383945786709029,-0.04011939441805745
2002-08-31,0.020773878724810624,0.010846912903660577,0.00910246937132908,0.010546775422931809,0.005387254175892142,-0.0019058568508277807,0.021427294260710106,0.007362711286343471,0.014945179822675625,0.01088119223177153,0.004659017389573972,0.006880780362700456
2002-09-30,-0.04097287552835527,-0.05307694320146594,-0.06993970673038319,-0.043400045285983735,-0.05277504268427757,-0.0676053786539016,-0.05619849790356257,-0.05721333477694901,-0.054516173582185745,-0.04961702282473779,-0.05275281720474978,-0.04144700864824202
2002-10-31,-0.044713259126447635,-0.059690307613514015,-0.07184550714759208,-0.041227843807943865,-0.04894473829483703,-0.05094721783287326,-0.059580366407867014,-0.06367211325254252,-0.0568852038312857,-0.04886224753961099,-0.04475580569521764,-0.04383823950258181
2002-11-30,-0.08449050904172406,-0.08400205629609914,-0.09391416231820593,-0.027812739011763066,-0.06138297657795644,-0.06516771948127476,-0.09138153437819174,-0.08476461840729743,-0.08844078962837698,-0.03404402257662631,-0.05697812109236977,-0.04348439652922409
2002-12-31,-0.03275517505656034,-0.05588464215280653,-0.05196117545753498,-0.03985113371501914,-0.053585941411403604,-0.0846121529693925,-0.049842519154054354,-0.050393091948012,-0.06052524967774431,-0.05443510986939237,-0.05004185699870867,-0.04264233606388024
2003-01-31,0.08796185157014835,0.10419784073681027,0.1278387450131504,0.08876130382661529,0.08978213607046426,0.12396158388185197,0.10093249329892529,0.11308668395684007,0.10370775509409369,0.10542669586459574,0.08628797335567917,0.08073304907612844
2003-02-28,0.018718276810488987,0.016261029894856893,0.023114227400186316,0.007755754523823377,0.007135858379210269,0.00433358915880766,0.01629857326344286,0.01789541321146948,0.021076263365259917,0.013687547245644582,0.002751398391610982,0.00807146677880799
2003-03-31,-0.02996576131311479,-0.03107787518467109,-0.04531296166061871,0.021599393598347616,-0.014642253681089734,-0.0008747415518515211,-0.02716201642680538,-0.03780407886890047,-0.029775827767249297,0.009593404946585116,0.003841722921213986,-0.020126315917258997
2003-04-30,-0.03954371319567895,-0.053194192872016544,-0.09296514016852075,0.04811158003787375,-0.010741032206325496,0.013265644339630622,-0.04953817657695314,-0.056493940801207176,-0.0888976978620244,0.042101423549323114,0.008493976876667197,-0.003437965237553575
2003-05-31,0.01648352541229614,0.031773808730458875,0.04357654410235301,0.04123884901659891,0.05003304222672411,0.02904989584753137,0.041561460910602976,0.031311598787564066,0.033782567461865254,0.04676140219878144,0.041026692507617035,0.04786497984998417
2003-06-30,-0.06130779648867202,-0.06884111902754186,-0.07544027900790284,-0.04107516353239127,-0.0752416644593783,-0.08712578396322546,-0.07194292374471267,-0.06906567689625986,-0.07106085056769262,-0.06690336834330968,-0.04916505485575817,-0.0768391606577623
2003-07-31,-0.023366368630832524,-0.04239316425249551,-0.0472567252270798,0.014109056572421563,-0.009809985170142088,-0.027720978344883074,-0.0492668209965893,-0.04135203789602415,-0.03676487132038886,-0.00920741328403507,0.006460913674331881,-0.0016622256406343405
2003-08-31,-0.039312971552102005,-0.01401607424350959,-0.018262374926184655,-0.0420357290902752,-0.03906211494199807,-0.013905773541516453,-0.022394934835692992,-0.014460285441322607,-0.022790391546472222,-0.03716931537656387,-0.0376853055897205,-0.044585058987856474
2003-09-30,-0.04265439498173895,-0.04831753217771784,-0.05071794088082593,-0.04161757848945502,-0.04414302250553204,-0.04669661578798723,-0.048033071349587675,-0.048227811591560865,-0.05051346522908384,-0.041894564558277225,-0.04180945796723945,-0.048864016218801876
2003-10-31,-0.060695352186446616,-0.07240974001444422,-0.10510317150117199,0.03401674807342148,-0.048861220491100976,-0.04198309732473904,-0.08201415731090655,-0.08047222538123355,-0.08038421710809074,0.01408616764471149,-0.010484048708320537,-0.01916563325969456
2003-11-30,0.0015488696469037055,0.02894858203274131,0.027631083429346504,0.04047995385846703,0.022566472273750415,0.01493870685996157,0.02105262941832753,0.024178420220005492,0.039732154943071585,0.04756880360844318,0.02794460728819037,0.01500903721716318
2003-12-31,0.029482126109111162,-0.0264172242402807,-0.05590748558309522,0.12372684159677139,0.02663390544934363,0.03618945548081154,-0.019740959838085992,-0.031764551446689215,-0.037625597727618976,0.12008573765181185,0.0640973346318019,0.05223491443930106
2004-01-31,0.1149623818272476,0.1035240270144584,0.1078139105344651,0.04637535021021666,0.0586028477845022,0.09332207112913782,0.09870328113545734,0.10804597391136972,0.10326547466170743,0.05073392171871416,0.04383560634359407,0.08734229067926536
2004-02-29,0.07787844234764774,0.0971875247469236,0.12264601265148678,0.044762196776213514,0.057213198244779884,0.1293278154871309,0.09658146838459314,0.1022326866309955,0.11072088118595214,0.03803254011142587,0.06628629303272215,0.0455805756790737
2004-03-31,0.0417708694724368,0.04818947929432227,0.05613307416104152,0.05704671498168956,0.020178985841187824,0.03496077932164998,0.054579335038733134,0.04812563831070227,0.05162285169385816,0.042144736005315986,0.04484861792776473,0.02795310807107354
2004-04-30,-0.06472805740778809,-0.09341790607187062,-0.1352893153280541,-0.07901527110546858,-0.10514775761720085,-0.10586566389598073,-0.09385293492151747,-0.10211590616754174,-0.11503359290981385,-0.07954747153359998,-0.09178939765738736,-0.1092277461541834
2004-05-31,-0.018901374449203923,-0.012423304191978346,0.0021116105672258634,-0.027873943364139064,-0.018031864167922018,-0.009628602316988477,-0.0121836510179415,-0.00290404938719635,-0.020293805270679033,-0.027428563173110043,-0.01994446535045069,-0.021376799029684368
2004-06-30,-0.08509092397007267,-0.12923747531290541,-0.14515912975161416,-0.07117169799085532,-0.1254776706154852,-0.13162192048740662,-0.12325167406420168,-0.1352420644662944,-0.12272942102532003,-0.07596867702383014,-0.11139173401371005,-0.09680015021706256
2004-07-31,-0.020956216501281877,-0.02977355825754857,-0.04743375149748863,-0.004237521658599919,0.0010812476338337706,0.017061758460586773,-0.030697708186020356,-0.03974777327600865,-0.01922366530841657,-0.014751902261920913,0.003922366995903204,0.014023562970450154
2004-08-31,-0.03952801460450084,-0.04179447555398241,-0.04634820724165323,-0.01934705374270751,-0.05145676881996053,-0.023323430963373526,-0.03146140451788748,-0.0447185221979608,-0.04856205449164164,-0.019374605137585488,-0.042541714744267156,-0.024251378111109445
2004-09-30,0.08372919700008152,0.04426363867671146,0.03553830245438516,0.06145139070201533,0.04055395335386791,0.013703338679187382,0.05008312593467523,0.04166582199810964,0.048135669588233565,0.044581758643261526,0.04896471149902104,0.05721808889753488
2004-10-31,-0.0003748815831822183,-0.06300884755663572,-0.11173340281049526,-0.05260867173466799,-0.047722261764722496,-0.11309790230732908,-0.07319837039067778,-0.0743783915439502,-0.06863419563696582,-0.04761123300321257,-0.0479241576149525,-0.0754564820143504
2004-11-30,0.033426851222867926,0.04934060511699512,0.0858653013600914,-0.005179800664638745,0.0258913071836826,0.020547128991083463,0.0715371156591158,0.055590069465544234,0.05702035225184132,0.016933935723163263,0.012897153586358012,-0.00821230772915904
2004-12-31,-0.06497816315825822,-0.07530515422754702,-0.1143354388150486,-0.03327617421033524,-0.07446139386311246,-0.07988535040648304,-0.09296738390098447,-0.08435428116725896,-0.08295065246731848,-0.06465150691525612,-0.0477021543763263,-0.06249774661169416
2005-01-31,-0.07374713766029117,-0.07479840860014697,-0.06562166269339698,-0.04914646184458282,-0.07202206044417025,-0.033303510966516625,-0.07436863090056445,-0.07118066436842152,-0.07319466831635812,-0.08724357920145609,-0.057311948843993155,-0.03705138627001858
2005-02-28,0.12118896961060943,0.10170145906323369,0.1122331973518993,0.09435779527571264,0.09558082691248448,0.08274388641768238,0.10325452708427951,0.1054632015723298,0.11337751168188737,0.09785800667876599,0.09380442201130323,0.09157558193150361
2005-03-31,-0.11324784486310191,-0.13926816155462374,-0.1466395815338286,-0.05681981981256712,-0.12460495824141848,-0.1113969566630455,-0.148835994393556,-0.14352416273108304,-0.11214907743689562,-0.10865783302483001,-0.08941305303792313,-0.07318373003509837
2005-04-30,-0.01440799751319366,-0.08603088748273868,-0.13890160232788518,-0.004366656186634232,-0.02707999738613509,-0.021574658315395512,-0.07748153597673313,-0.09429662611534229,-0.11605914337335921,-0.007403932139306013,-0.02491636350023896,0.009309529460088894
2005-05-31,-0.06966283119211913,-0.011657653430492743,-0.009191384553353776,-0.11990067144932104,-0.06454075404704696,-0.023530711672844373,-0.007953436011862491,-0.013380693154314116,-0.030171975011139995,-0.06280980734300123,-0.08808670247127348,-0.11410104347823646
2005-06-30,0.005006928428156199,0.0009588069038497515,-0.028304051827654497,0.029114214513618952,0.017935811109418776,-0.026331901907668098,-0.002026683582241229,-0.009050369843283224,0.0017452147152072772,0.004430567917444339,0.0158860880958962,0.04044736445698405
2005-07-31,-0.029447733557798283,-0.08627810137082925,-0.09730184768986627,0.04813548045516125,-0.01262862651034169,-0.07282332932039814,-0.07176118561455791,-0.09222830626424527,-0.07729585389813753,-0.010942184204889904,0.02362191530047353,0.010160626415679719
2005-08-31,0.1342664971896983,0.16783857234655986,0.20774557577689756,0.057306362565797686,0.09487898488912183,0.12888512215868309,0.19206535177382467,0.17428487055840924,0.16565807327503568,0.08237037321074148,0.08536488691573973,0.06044609471195428
2005-09-30,0.054744837670910096,0.020655001232119163,0.0029868895547915386,-0.015344358141648473,0.007212604581535054,-0.012792443463447878,0.0312363003250391,0.010676456208738472,0.038423837244857095,0.013215852604301359,-0.009629553683617176,-0.009681842844707411
2005-10-31,-0.023232096529394064,-0.05985809497634287,-0.08290586628228058,-0.05460289901760507,-0.05727575161925336,-0.050122031399249534,-0.07053916980380637,-0.061117001961155215,-0.0583310842005782,-0.04301888943083443,-0.05462471338234631,-0.06392831857593761
2005-11-30,0.04247840353551835,0.019079192907362597,0.030514031028801014,-0.003303456385488013,0.009529177949164414,0.029029398977741705,0.02678655311687672,0.024628306585866344,0.01963950694494443,0.005432398302395169,0.007811975760539047,-0.0027610604677945627
2005-12-31,0.011455569085368822,0.013915949382033554,-0.0074684654830716735,0.09139437691627417,0.05109724288637607,0.01836197019886887,0.012914949058143277,0.004452461114906603,0.015954799523630214,0.054769691290073697,0.08345238913949093,0.05373188269996354
2006-01-31,0.038360638228226884,0.0893624497505976,0.055959862037487484,0.07269304094324269,0.11168640597892976,0.0741904841785872,0.07515126795001659,0.0751233085119618,0.08022663012708398,0.07611688423029106,0.09189338261793312,0.08484883492364204
2006-02-28,-0.0007396339809773167,0.01795923582017256,0.07543692271106184,0.04593732896526781,0.02890683953545925,0.07159546586054932,0.036816766610496154,0.033130906661785975,0.013481315687421835,0.022280326328327105,0.0448827757478063,0.04139949591076042
2006-03-31,0.030190903667513425,0.003111228273055433,-0.026797468814461545,0.004553713029240569,0.024151349132380817,-0.02818822816511013,-0.008972973047083999,-0.00026223154012006145,0.006264291026574442,0.03229178010633316,0.0048515712234464825,0.014258795521394196
2006-04-30,0.11402465081691693,0.07984705154974248,-0.007578351516986381,0.1317220597189912,0.11082307467175778,0.021389099865253502,0.04464498369869019,0.05773239792200835,0.09549220190007035,0.10533118395152341,0.1389308777701388,0.08376361011981825
2006-05-31,0.21688089100801689,0.26319245686860526,0.34515089375462726,0.11340728057649274,0.1757570490936493,0.2595672602013832,0.2603110740300152,0.2943195084252146,0.26021480071017167,0.17266069063014555,0.1410530603188458,0.1523912192209338
2006-06-30,0.11232044029428234,0.07246205006166351,0.049950176248225064,0.02017530971552528,0.024924919196804174,0.026162186819500555,0.058953536906713344,0.07284901450318215,0.08480691722305189,0.053625683174808314,0.019996630899766776,0.01408586743318696
2006-07-31,-0.0392597394495261,-0.03842607905389994,-0.0076171557740758455,-0.07002533570664837,-0.07297566634720432,-0.07073499287861451,-0.030982495802942767,-0.03252179861265825,-0.03496669883270398,-0.06673273203002339,-0.06836327758757366,-0.08162373736135098
2006-08-31,0.029999547731775378,0.03695207907969267,0.027911714732235637,0.04348650228853024,0.030351598374514177,0.0694601878088823,0.03629310193891788,0.03401612395730602,0.030749362374258737,0.04913466551943246,0.04124933426754929,0.035117315048309505
2006-09-30,0.06097155148036215,0.04329449273279873,0.06661043443686232,0.03029426206629182,0.037688453098256414,0.11672194084682452,0.04185321380241458,0.05894190416291756,0.03677657901238374,0.0321527695980548,0.051772149203069384,0.03996882998707618
2006-10-31,0.03158116126322952,-0.001416542127048892,-0.017384645724180747,0.03064658505462936,0.019267049894301724,0.06368549392225686,-0.0013013445954280778,-0.0020170033233075646,-0.001259123537695639,0.0174350962579648,0.029471461054043635,0.03590847644573003
2006-11-30,0.020804479466901782,0.009697130364573425,0.008188088263134441,0.20680306784368052,0.12380810020538457,0.1203413788686587,0.006376712064051215,0.011349653769998413,0.013665747629498348,0.09105408999238795,0.16338951127431067,0.1843874352210284
2006-12-31,0.08217820761439554,0.03233112477977973,0.030585874582953698,0.15199334418321975,0.1552082094691447,0.0431924370577883,0.030024863581973316,0.039034148095788535,0.03791778226747611,0.15571027071259258,0.12808792727607066,0.1865227194737502
2007-01-31,0.2928576360307722,0.253455749364772,0.2539964182370955,0.16655700552020525,0.1730914011527256,0.25528182682106104,0.2714494970510499,0.2550269963904832,0.24009853070431242,0.16706932873642089,0.17170415845136167,0.17462933296720706
2007-02-28,0.175054053391962,0.2106637239815219,0.2580597570617198,0.027731222733749616,0.1092446038704562,0.17315480253853677,0.23661604164090932,0.2185439960818103,0.1981283856340592,0.15351195596456435,0.051076795441749034,0.07651598109859958
2007-03-31,0.13607828051018633,0.19808055244282996,0.2227523384144403,0.07093694367676329,0.12054992633435968,0.18031587123091408,0.19342948330120113,0.19963225250670913,0.20121050902639115,0.08767731462412831,0.09842196591783936,0.10183641074255978
2007-04-30,0.3336942633541389,0.3528984443817995,0.3744856111706909,0.22139817268062845,0.34828472878422123,0.2141688661519221,0.37699352498637717,0.3622110061753203,0.3011809236132814,0.23991141176143782,0.2660510964249292,0.29274979177458804
2007-05-31,0.06811056206997046,0.06061946040219368,0.07727452807694779,0.15810136244045503,0.09888900153731295,0.12664761269645242,0.06301370153827102,0.07042687092877453,0.04918307567505997,0.09710542992276161,0.1341228663074221,0.1359224466907225
2007-06-30,-0.13437659150484937,-0.19906581667821222,-0.22617063249287694,-0.04828062047707549,-0.10497338805554413,-0.043707765947006094,-0.2281850561493085,-0.19804824649911612,-0.16069591532877125,-0.09684703659436567,-0.0778624106103406,-0.04799957854771264
2007-07-31,0.27034153025878016,0.2788376009210005,0.29901213757194856,0.15753734232864858,0.21121756544715664,0.2141664073018703,0.2996665370892162,0.28204345986050816,0.2652011386357038,0.1536937871172006,0.17601736291529346,0.21476396393285913
2007-08-31,0.07802515873880145,0.09799652204119758,0.1169966598407004,0.15383811304220463,0.1530570317591604,0.15018254232358474,0.0997269529712892,0.10797697866470868,0.0739026845995896,0.18286595073454648,0.14156485650209927,0.17155997624678632
2007-09-30,0.043227472875349005,0.033571771079871526,0.050819979889005884,0.11086699531503008,0.05347259320851849,-0.010849123916813252,0.024275690944981276,0.042367529949458804,0.04395490883476505,0.08822021208784747,0.07748791025621315,0.046037592356380275
2007-10-31,-0.11408453828536691,-0.11875735063616699,-0.13761938896487746,0.06998237492801462,-0.038198504798556465,0.12204599378187786,-0.13887392228535078,-0.11590545842665956,-0.13170942977452005,-0.05056436188102953,0.06960731923944241,-0.01177354917707818
2007-11-30,-0.05885829122657704,-0.048873477394521525,-0.013404314672429085,-0.18141661190121527,-0.12749920832082373,-0.1077957555767497,-0.043896755112156294,-0.03984600508160041,-0.03818944085928799,-0.10043985518603948,-0.14353640773657494,-0.18800535580862165
2007-12-31,0.23370148030936133,0.21235914139408907,0.19330550256058476,0.17205025954198105,0.14635317631143963,0.02665796673675236,0.2175819797909384,0.19940121514679499,0.23577424986451012,0.083811408811574,0.13130446692626285,0.15046596194450435
2008-01-31,-0.056051422244676186,-0.06688525109196419,-0.048260294393398184,-0.1571565008384409,-0.10099629576306424,-0.17747629740268278,-0.06816663747530416,-0.05832091829917796,-0.06195565744673315,-0.16309610549602738,-0.15593711551434108,-0.09558887122162496
2008-02-29,0.08328669868731509,0.11736102824409178,0.12402562151734142,0.012192516614687232,0.03146701682439623,0.008247221690675932,0.11979972691016849,0.1209005262571341,0.08585248041521032,-0.003023848844448729,0.025592363766006487,0.029403719541947204
2008-03-31,-0.1834633611141172,-0.18796246124997906,-0.17717950280933392,-0.23679865569431757,-0.21008684684998846,-0.09559060779694217,-0.19178599426596155,-0.18257162098933666,-0.18477217866403928,-0.15172086242437932,-0.19899357547960994,-0.21622743448727866
2008-04-30,-0.026758196575562332,-0.06823492629768457,-0.09822487383098755,0.05774783474471623,0.05633219588182614,0.06838566445082517,-0.0948243728047139,-0.06594480988909945,-0.06099649803044016,0.09483460004066191,0.059465288190380994,-0.009619679116711022
2008-05-31,-0.030721785575263505,-0.021637344072441556,0.0038604957537007323,-0.031522752578546864,-0.10206864596427945,-0.10475279045831842,0.007982168530251021,-0.020015290903089178,-0.034275561661891274,-0.1068688117086718,-0.06614462353411332,-0.08491969808017164
2008-06-30,-0.24184634395699467,-0.25988020387077515,-0.2717729403806234,-0.2152954865476997,-0.20267674452648077,-0.17720374569654374,-0.25581490721436784,-0.2619460751069871,-0.265396728162252,-0.21004271564685095,-0.19016985197628322,-0.2574224365931912
2008-07-31,0.13127633806527306,0.1151568202078661,0.10133822030207518,0.0296858819787309,0.02191185223645098,0.04447133997942854,0.1137118007554998,0.11010511546545665,0.1301083557439784,0.01832887663027094,0.03124169397092591,0.029781193257278238
2008-08-31,-0.24186866243658445,-0.22614040762053444,-0.22681386647468105,-0.17970627873674394,-0.1203151955710382,-0.0946515786862091,-0.23893586829091118,-0.22114326735383394,-0.24193149366849243,-0.07010447998269032,-0.14975782954219963,-0.22068723675049562
2008-09-30,-0.09531017102535178,-0.07642880711560851,-0.08274250942669492,-0.04887310664701061,-0.015328602262743796,-0.10242216423706862,-0.08577215507585811,-0.07926555217635967,-0.0790603300071473,-0.0862727976570743,-0.031675949779843116,-0.03868013052535324
2008-10-31,-0.2289305050451147,-0.26081300845978594,-0.24988361911874746,-0.2750536918217622,-0.2580053116705696,-0.23669006185708075,-0.2461674474444634,-0.2568882005176292,-0.2523764407975875,-0.21377661876545118,-0.2910186368115897,-0.2920704590867249
2008-11-30,0.2089597345683445,0.21447704332374662,0.268921965933238,0.0843558066126946,0.09226301091029465,0.10175272376266586,0.21589352707702503,0.2256119596862176,0.24214000642802236,0.05526818197553873,0.11902746011521104,0.09864085913044485
2008-12-31,0.1228154549606486,0.0688641716017242,0.04961158135578558,-0.03173403505599215,-0.041597549957985924,-0.012048214766472776,0.05039757225839847,0.06911945804310538,0.11306441885123109,-0.025679728081385855,-0.04237154712894409,-0.00029957109450617914
2009-01-31,0.1454228030461313,0.17941178940662517,0.1490301668408267,0.05081017424459522,0.10564017333236464,0.0976467956609266,0.1670745860546341,0.16869760155518154,0.16530999188432394,0.06661410332057205,0.08382431023128056,0.1722292819219864
2009-02-28,0.05277938415789052,0.09025982663543641,0.13135520327226335,0.030448283829516587,0.04784593437936158,0.061501153896752925,0.10221103501424178,0.0895157510088267,0.10431857664839406,0.04023918380590219,0.044801879436003667,0.051085550933969825
2009-03-31,0.2262051560986451,0.23127320146501495,0.2389934951035435,0.1109863877671462,0.13502441588245695,0.2022088730833722,0.2310746970716988,0.22830854759627206,0.24851649040771862,0.12203689839267562,0.1267090103532309,0.21189954973430258
2009-04-30,0.10001497026845496,0.07499400204589879,0.07630174788041133,0.04392170142708829,0.04469857039790193,0.0283956694728138,0.07278664990231443,0.07884879870062678,0.08776678302842278,0.03746397013087499,0.04264316997958151,0.04980070845854767
2009-05-31,0.03638126147011134,0.08720608630003057,0.11432659562072867,0.09737868740451106,0.04416521968472442,0.05189636524028929,0.09582530412173162,0.08512503076559397,0.07489650335330356,0.03133841813071858,0.07808569861023984,0.03822566774136571
2009-06-30,0.028033872209242805,0.05644463561867252,0.06526246846804362,0.09667446630172094,0.10601238761045062,0.2591198482579,0.06940454221994363,0.04729699026393441,0.056212562254690956,0.15797528688003815,0.15984288225640553,0.08321328317294263
2009-07-31,0.1483663829811226,0.1303452673852743,0.16769209369905003,0.13564490509907445,0.20206599521162216,0.12250774144002552,0.13725326089653866,0.13772179641617965,0.16466332903445546,0.2017761689778077,0.13751941261025258,0.15001456992509943
2009-08-31,-0.1234924809872383,-0.15070572964412943,-0.14965314649826456,-0.19679892997296766,-0.23847192910797887,-0.21770761785856452,-0.13963373213509744,-0.15050224451782435,-0.13352553572200998,-0.23340675535225996,-0.21966195845059167,-0.1999299787315525
2009-09-30,0.07943408005312924,0.03533799214305833,0.023538237702400933,0.045094786550706756,0.04562579783699072,0.06214902566183378,0.032679704259934494,0.041647615996827536,0.04319074785076915,0.07609701856287421,0.04595802171535568,0.047901139091334866
2009-10-31,0.13730003902552457,0.12462244421508539,0.1265370915900994,0.08519365706556159,0.08425168190257915,0.06599286608148769,0.12827230913151544,0.1302171384160904,0.11590478951067129,0.08833103007498266,0.07586242545972777,0.07806569752122416
2009-11-30,0.17508288519293047,0.16334873163916863,0.18587853207926242,0.0998338618625747,0.063447305605427,0.03788872589237724,0.14875117889105383,0.17429051907700677,0.17822637513617878,0.05954700760959519,0.05707520555093226,0.08328081804338461
2009-12-31,0.06314195595591743,0.04045222574796248,0.02022698997970873,0.004481512971717505,0.027172328340018703,0.04157710451519181,0.038028979856334466,0.0437684985525979,0.031236882305121227,0.0328326137355337,0.03354270185011243,-0.013679559280401321
